"publication","year","pub.count","city","state","country","geocode.value","lon","lat","geoAddress","count","relative.percentage"
"Bob Damron's Address Book",1982,401,"Louisville","KY","United States","Louisville, KY, United States",-85.7584557,38.2526647,"louisville, ky, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Lynn","MA","United States","Lynn, MA, United States",-70.9494938,42.466763,"lynn, ma, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Madison","IN","United States","Madison, IN, United States",-85.3799577,38.7358933,"madison, in, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Madison","WI","United States","Madison, WI, United States",-89.4007501,43.0721661,"madison, wi, usa",3,0.748129675810474
"Bob Damron's Address Book",1982,401,"Manchester","NH","United States","Manchester, NH, United States",-71.4547891,42.9956397,"manchester, nh, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Mankato","MN","United States","Mankato, MN, United States",-93.9993996,44.1635775,"mankato, mn, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Mansfield","OH","United States","Mansfield, OH, United States",-82.5154471,40.75839,"mansfield, oh, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"McAllen","TX","United States","McAllen, TX, United States",-98.2300124,26.2034071,"mcallen, tx, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Melbourne","FL","United States","Melbourne, FL, United States",-80.6081089,28.0836269,"melbourne, fl, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Memphis","TN","United States","Memphis, TN, United States",-90.0489801,35.1495343,"memphis, tn, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Miami","FL","United States","Miami, FL, United States",-80.1917902,25.7616798,"miami, fl, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Miamisburg","OH","United States","Miamisburg, OH, United States",-84.2866083,39.6428362,"miamisburg, oh, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Milwaukee","WI","United States","Milwaukee, WI, United States",-87.9064736,43.0389025,"milwaukee, wi, usa",3,0.748129675810474
"Bob Damron's Address Book",1982,401,"Minneapolis","MN","United States","Minneapolis, MN, United States",-93.2650108,44.977753,"minneapolis, mn, usa",3,0.748129675810474
"Bob Damron's Address Book",1982,401,"Mobile","AL","United States","Mobile, AL, United States",-88.0398912,30.6953657,"mobile, al, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Modesto","CA","United States","Modesto, CA, United States",-120.9970014,37.6392595,"modesto, ca, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Moscow","ID","United States","Moscow, ID, United States",-117.0001651,46.7323875,"moscow, id, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Mount Clemens","MI","United States","Mount Clemens, MI, United States",-82.8779754,42.5972563,"mt clemens, mi, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Mountain View","CA","United States","Mountain View, CA, United States",-122.0838511,37.3860517,"mountain view, ca, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Myrtle Beach","SC","United States","Myrtle Beach, SC, United States",-78.8866943,33.6890603,"myrtle beach, sc, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Napa","CA","United States","Napa, CA, United States",-122.286865,38.2975381,"napa, ca, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Nashville","TN","United States","Nashville, TN, United States",-86.7816016,36.1626638,"nashville, tn, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"New Bedford","MA","United States","New Bedford, MA, United States",-70.934205,41.6362152,"new bedford, ma, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"New Brunswick","NJ","United States","New Brunswick, NJ, United States",-74.4518188,40.4862157,"new brunswick, nj, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"New Haven","CT","United States","New Haven, CT, United States",-72.9278835,41.308274,"new haven, ct, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"New Hope","PA","United States","New Hope, PA, United States",-74.9512785,40.3642728,"new hope, pa 18938, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"New Milford","CT","United States","New Milford, CT, United States",-73.4085463,41.5770433,"new milford, ct, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"New Orleans","LA","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa",6,1.49625935162095
"Bob Damron's Address Book",1982,401,"New York City","NY","United States","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",12,2.9925187032419
"Bob Damron's Address Book",1982,401,"Newark","DE","United States","Newark, DE, United States",-75.7496572,39.6837226,"newark, de, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Norfolk","VA","United States","Norfolk, VA, United States",-76.2858726,36.8507689,"norfolk, va, usa",5,1.24688279301746
"Bob Damron's Address Book",1982,401,"Oakland","CA","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Oklahoma City","OK","United States","Oklahoma City, OK, United States",-97.5164276,35.4675602,"oklahoma city, ok, usa",3,0.748129675810474
"Bob Damron's Address Book",1982,401,"Orange","NJ","United States","Orange, NJ, United States",-74.2326478,40.7706187,"city of orange, nj 07050, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Pasadena","CA","United States","Pasadena, CA, United States",-118.1445155,34.1477849,"pasadena, ca, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Pensacola","FL","United States","Pensacola, FL, United States",-87.2169149,30.421309,"pensacola, fl, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Peoria","IL","United States","Peoria, IL, United States",-89.5889864,40.6936488,"peoria, il, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Philadelphia","PA","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa",4,0.997506234413965
"Bob Damron's Address Book",1982,401,"Phoenix","AZ","United States","Phoenix, AZ, United States",-112.0740373,33.4483771,"phoenix, az, usa",5,1.24688279301746
"Bob Damron's Address Book",1982,401,"Pittsburgh","PA","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa",4,0.997506234413965
"Bob Damron's Address Book",1982,401,"Pontiac","MI","United States","Pontiac, MI, United States",-83.2910468,42.6389216,"pontiac, mi, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Portland","ME","United States","Portland, ME, United States",-70.2568189,43.6590993,"portland, me, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Portland","OR","United States","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa",6,1.49625935162095
"Bob Damron's Address Book",1982,401,"Providence","RI","United States","Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Provincetown","MA","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa",5,1.24688279301746
"Bob Damron's Address Book",1982,401,"Racine","WI","United States","Racine, WI, United States",-87.7828523,42.7261309,"racine, wi, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Rehoboth Beach","DE","United States","Rehoboth Beach, DE, United States",-75.0760137,38.7209454,"rehoboth beach, de, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Reno","NV","United States","Reno, NV, United States",-119.8142691,39.529919,"reno, nv, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Richmond","VA","United States","Richmond, VA, United States",-77.4360481,37.5407246,"richmond, va, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Ridgewood","NY","United States","Ridgewood, NY, United States",-73.9018292,40.7043986,"ridgewood, queens, ny, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Roanoke","VA","United States","Roanoke, VA, United States",-79.9414266,37.2709704,"roanoke, va, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Rochester","NY","United States","Rochester, NY, United States",-77.6088465,43.1565779,"rochester, ny, usa",4,0.997506234413965
"Bob Damron's Address Book",1982,401,"Rock Island","IL","United States","Rock Island, IL, United States",-90.5787476,41.5094771,"rock island, il, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Rockford","IL","United States","Rockford, IL, United States",-89.0939952,42.2711311,"rockford, il, usa",3,0.748129675810474
"Bob Damron's Address Book",1982,401,"Sacramento","CA","United States","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Salina","KS","United States","Salina, KS, United States",-97.6114237,38.8402805,"salina, ks, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Salt Lake City","UT","United States","Salt Lake City, UT, United States",-111.8910474,40.7607793,"salt lake city, ut, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"San Antonio","TX","United States","San Antonio, TX, United States",-98.4945922,29.4251905,"san antonio, tx, usa",3,0.748129675810474
"Bob Damron's Address Book",1982,401,"San Bernardino","CA","United States","San Bernardino, CA, United States",-117.2897652,34.1083449,"san bernardino, ca, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"San Diego","CA","United States","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa",4,0.997506234413965
"Bob Damron's Address Book",1982,401,"San Francisco","CA","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",9,2.24438902743142
"Bob Damron's Address Book",1982,401,"San Gabriel","CA","United States","San Gabriel, CA, United States",-118.1058333,34.0961111,"san gabriel, ca, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"San Jose","CA","United States","San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa",3,0.748129675810474
"Bob Damron's Address Book",1982,401,"Santa Barbara","CA","United States","Santa Barbara, CA, United States",-119.6981901,34.4208305,"santa barbara, ca, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Santa Rosa","CA","United States","Santa Rosa, CA, United States",-122.7140548,38.440429,"santa rosa, ca, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Sayville","NY","United States","Sayville, NY, United States",-73.0820556,40.7359317,"sayville, ny, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Schenectady","NY","United States","Schenectady, NY, United States",-73.9395687,42.8142432,"schenectady, ny, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Scranton","PA","United States","Scranton, PA, United States",-75.6624122,41.408969,"scranton, pa, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Seattle","WA","United States","Seattle, WA, United States",-122.3320708,47.6062095,"seattle, wa, usa",4,0.997506234413965
"Bob Damron's Address Book",1982,401,"Shreveport","LA","United States","Shreveport, LA, United States",-93.7501789,32.5251516,"shreveport, la, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"South Bend","IN","United States","South Bend, IN, United States",-86.2519898,41.6763545,"south bend, in, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"South River","NJ","United States","South River, NJ, United States",-74.3859831,40.446495,"south river, nj, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Spokane","WA","United States","Spokane, WA, United States",-117.4260466,47.6587802,"spokane, wa, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Springfield","MA","United States","Springfield, MA, United States",-72.589811,42.1014831,"springfield, ma, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Springfield","MO","United States","Springfield, MO, United States",-93.2922989,37.2089572,"springfield, mo, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Springfield","OH","United States","Springfield, OH, United States",-83.8088171,39.9242266,"springfield, oh, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"St. Louis","MO","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"St. Paul","MN","United States","St. Paul, MN, United States",-93.0899578,44.9537029,"st paul, mn, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"St. Petersburg","FL","United States","St. Petersburg, FL, United States",-82.6402915,27.7676008,"st. petersburg, fl, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Staten Island","NY","United States","Staten Island, NY, United States",-74.1502007,40.5795317,"staten island, ny, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Steubenville","OH","United States","Steubenville, OH, United States",-80.6339638,40.3697905,"steubenville, oh, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Stockton","CA","United States","Stockton, CA, United States",-121.2907796,37.9577016,"stockton, ca, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Superior","WI","United States","Superior, WI, United States",-92.1040796,46.7207737,"superior, wi, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Syracuse","NY","United States","Syracuse, NY, United States",-76.1474244,43.0481221,"syracuse, ny, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Tacoma","WA","United States","Tacoma, WA, United States",-122.4442906,47.2528768,"tacoma, wa, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Tallahassee","FL","United States","Tallahassee, FL, United States",-84.2807329,30.4382559,"tallahassee, fl, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Tampa","FL","United States","Tampa, FL, United States",-82.4571776,27.950575,"tampa, fl, usa",3,0.748129675810474
"Bob Damron's Address Book",1982,401,"Terre Haute","IN","United States","Terre Haute, IN, United States",-87.4139092,39.4667034,"terre haute, in, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Texarkana","AR","United States","Texarkana, AR, United States",-94.0361745,33.4304827,"texarkana, ar 71854, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Topeka","KS","United States","Topeka, KS, United States",-95.6751576,39.0473451,"topeka, ks, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Trenton","NJ","United States","Trenton, NJ, United States",-74.759717,40.2205824,"trenton, nj, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Tucson","AZ","United States","Tucson, AZ, United States",-110.9741769,32.2539787,"tucson, az, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Tulsa","OK","United States","Tulsa, OK, United States",-95.992775,36.1539816,"tulsa, ok, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Tyler","TX","United States","Tyler, TX, United States",-95.3010624,32.3512601,"tyler, tx, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Tyngsboro","MA","United States","Tyngsboro, MA, United States",-71.4244224,42.6766696,"tyngsborough, ma, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Union City","NJ","United States","Union City, NJ, United States",-74.0237512,40.7795455,"union city, nj 07087, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Waikiki Beach","HI","United States","Waikiki Beach, HI, United States",-157.8291847,21.2793462,"waikiki, honolulu, hi 96815, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Wailuku","HI","United States","Wailuku, HI, United States",-156.5048344,20.8869433,"wailuku, hi 96793, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Warren","OH","United States","Warren, OH, United States",-80.8184166,41.2375569,"warren, oh, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Washington","DC","United States","Washington, DC, United States",-77.0368707,38.9071923,"washington, dc, usa",4,0.997506234413965
"Bob Damron's Address Book",1982,401,"Waterbury","CT","United States","Waterbury, CT, United States",-73.0514965,41.5581525,"waterbury, ct, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Waterloo","IA","United States","Waterloo, IA, United States",-92.3425775,42.492786,"waterloo, ia, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"West Hempstead","NY","United States","West Hempstead, NY, United States",-73.6501295,40.7048242,"west hempstead, ny, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Westport","CT","United States","Westport, CT, United States",-73.3579049,41.1414717,"westport, ct, usa",2,0.498753117206983
"Bob Damron's Address Book",1982,401,"Westtown","NY","United States","Westtown, NY, United States",-74.5398821,41.336761,"westtown, ny 10998, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Wichita","KS","United States","Wichita, KS, United States",-97.330053,37.6871761,"wichita, ks, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Williamstown","MA","United States","Williamstown, MA, United States",-73.2036898,42.7120196,"williamstown, ma 01267, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Wilmington","NC","United States","Wilmington, NC, United States",-77.8868117,34.2103894,"wilmington, nc, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Woonsocket","RI","United States","Woonsocket, RI, United States",-71.5147839,42.0028761,"woonsocket, ri 02895, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Ybor City","FL","United States","Ybor City, FL, United States",-82.4259518,27.9645757,"ybor city, tampa, fl, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"Yonkers","NY","United States","Yonkers, NY, United States",-73.8987469,40.9312099,"yonkers, ny, usa",1,0.249376558603491
"Bob Damron's Address Book",1982,401,"York","PA","United States","York, PA, United States",-76.727745,39.9625984,"york, pa, usa",2,0.498753117206983
"Bob Damron's Address Book",1983,452,"Abbeyville","LA","United States","Abbeyville, LA, United States",-92.1342921,29.9746502,"abbeville, la 70510, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Akron","OH","United States","Akron, OH, United States",-81.5190053,41.0814447,"akron, oh, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Albany","NY","United States","Albany, NY, United States",-73.7562317,42.6525793,"albany, ny, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Albuquerque","NM","United States","Albuquerque, NM, United States",-106.650422,35.0843859,"albuquerque, nm, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Allentown","PA","United States","Allentown, PA, United States",-75.4714098,40.6022939,"allentown, pa, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Altoona","PA","United States","Altoona, PA, United States",-78.3947359,40.5186809,"altoona, pa, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Amarillo","TX","United States","Amarillo, TX, United States",-101.8312969,35.2219971,"amarillo, tx, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Anchorage","AK","United States","Anchorage, AK, United States",-149.8996785,61.2175758,"anchorage, ak, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Appleton","WI","United States","Appleton, WI, United States",-88.4153847,44.2619309,"appleton, wi, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Asbury Park","NJ","United States","Asbury Park, NJ, United States",-74.0120817,40.2203907,"asbury park, nj 07712, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Atlanta","GA","United States","Atlanta, GA, United States",-84.3876845,33.748752,"atlanta, ga, usa",3,0.663716814159292
"Bob Damron's Address Book",1983,452,"Atlantic City","NJ","United States","Atlantic City, NJ, United States",-74.4229266,39.3642834,"atlantic city, nj, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Augusta","GA","United States","Augusta, GA, United States",-82.0105148,33.4734978,"augusta, ga, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Augusta","ME","United States","Augusta, ME, United States",-69.7794897,44.3106241,"augusta, me 04330, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Bakersfield","CA","United States","Bakersfield, CA, United States",-119.0187125,35.3732921,"bakersfield, ca, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Baltimore","MD","United States","Baltimore, MD, United States",-76.6121893,39.2903848,"baltimore, md, usa",7,1.54867256637168
"Bob Damron's Address Book",1983,452,"Baton Rouge","LA","United States","Baton Rouge, LA, United States",-91.1871466,30.4514677,"baton rouge, la, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Beaumont","TX","United States","Beaumont, TX, United States",-94.1265562,30.080174,"beaumont, tx, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Bellingham","WA","United States","Bellingham, WA, United States",-122.4786854,48.7519112,"bellingham, wa, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Bellows Falls","VT","United States","Bellows Falls, VT, United States",-72.4439772,43.133411,"bellows falls, town of rockingham, vt 05101, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Binghamton","NY","United States","Binghamton, NY, United States",-75.9179738,42.0986867,"binghamton, ny, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Birmingham","AL","United States","Birmingham, AL, United States",-86.8103567,33.5185892,"birmingham, al, usa",3,0.663716814159292
"Bob Damron's Address Book",1983,452,"Bismarck","NC","United States","Bismarck, NC, United States",-100.7876931,46.8054947,"bismarck, nd, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Bloomington","IN","United States","Bloomington, IN, United States",-86.5263857,39.165325,"bloomington, in, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Boise","ID","United States","Boise, ID, United States",-116.2023137,43.6150186,"boise, id, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Bossier City","LA","United States","Bossier City, LA, United States",-93.7321228,32.5159852,"bossier city, la, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Boston","MA","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa",4,0.884955752212389
"Bob Damron's Address Book",1983,452,"Buffalo","NY","United States","Buffalo, NY, United States",-78.8783689,42.8864468,"buffalo, ny, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Calumet City","IL","United States","Calumet City, IL, United States",-87.5294871,41.6155909,"calumet city, il, usa",3,0.663716814159292
"Bob Damron's Address Book",1983,452,"Cambridge","MA","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Canton","OH","United States","Canton, OH, United States",-81.378447,40.7989473,"canton, oh, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Carbondale","IL","United States","Carbondale, IL, United States",-89.2167501,37.7272727,"carbondale, il, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Cedar Rapids","IA","United States","Cedar Rapids, IA, United States",-91.6656232,41.9778795,"cedar rapids, ia, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Central Falls","RI","United States","Central Falls, RI, United States",-71.3922785,41.8906553,"central falls, ri 02863, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Champaign","IL","United States","Champaign, IL, United States",-88.2433829,40.1164204,"champaign, il, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Chapel Hill","NC","United States","Chapel Hill, NC, United States",-79.0558445,35.9131996,"chapel hill, nc, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Charleston","SC","United States","Charleston, SC, United States",-79.9310512,32.7764749,"charleston, sc, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Charleston","WV","United States","Charleston, WV, United States",-81.6326234,38.3498195,"charleston, wv, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Charlotte","NC","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Chattanooga","TN","United States","Chattanooga, TN, United States",-85.3093995,35.0457984,"chattanooga, tn, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Cheyenne","WY","United States","Cheyenne, WY, United States",-104.8202462,41.1399814,"cheyenne, wy, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Chicago","IL","United States","Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa",9,1.99115044247788
"Bob Damron's Address Book",1983,452,"Chicopee","MA","United States","Chicopee, MA, United States",-72.6078672,42.1487043,"chicopee, ma, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Cincinnati","OH","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Clearwater","FL","United States","Clearwater, FL, United States",-82.8001026,27.9658533,"clearwater, fl, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Cleveland","OH","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa",6,1.32743362831858
"Bob Damron's Address Book",1983,452,"Colorado Springs","CO","United States","Colorado Springs, CO, United States",-104.8213634,38.8338816,"colorado springs, co, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Columbia","SC","United States","Columbia, SC, United States",-81.0348144,34.0007104,"columbia, sc, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Columbus","OH","United States","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa",4,0.884955752212389
"Bob Damron's Address Book",1983,452,"Cortland","NY","United States","Cortland, NY, United States",-76.1804843,42.6011813,"cortland, ny 13045, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Culver City","CA","United States","Culver City, CA, United States",-118.3964665,34.0211224,"culver city, ca, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Cupertino","CA","United States","Cupertino, CA, United States",-122.0321823,37.3229978,"cupertino, ca, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Dallas","TX","United States","Dallas, TX, United States",-96.7969879,32.7766642,"dallas, tx, usa",6,1.32743362831858
"Bob Damron's Address Book",1983,452,"Dayton","OH","United States","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Daytona Beach","FL","United States","Daytona Beach, FL, United States",-81.0228331,29.2108147,"daytona beach, fl, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Denver","CO","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa",4,0.884955752212389
"Bob Damron's Address Book",1983,452,"Des Moines","IA","United States","Des Moines, IA, United States",-93.6249593,41.5868353,"des moines, ia, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Detroit","MI","United States","Detroit, MI, United States",-83.0457538,42.331427,"detroit, mi, usa",4,0.884955752212389
"Bob Damron's Address Book",1983,452,"East Northport","NY","United States","East Northport, NY, United States",-73.3245613,40.8767647,"east northport, ny, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"East St. Louis","IL","United States","East St. Louis, IL, United States",-90.1506465,38.624514,"east st louis, il, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"El Paso","TX","United States","El Paso, TX, United States",-106.4850217,31.7618778,"el paso, tx, usa",3,0.663716814159292
"Bob Damron's Address Book",1983,452,"Elmira","NY","United States","Elmira, NY, United States",-76.8077338,42.0897965,"elmira, ny, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Erie","PA","United States","Erie, PA, United States",-80.085059,42.1292241,"erie, pa, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Eugene","OR","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa",3,0.663716814159292
"Bob Damron's Address Book",1983,452,"Eureka","CA","United States","Eureka, CA, United States",-124.1636729,40.8020712,"eureka, ca, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Evansville","IN","United States","Evansville, IN, United States",-87.5710898,37.9715592,"evansville, in, usa",2,0.442477876106195
"Bob Damron's Address Book",1983,452,"Fayetteville","NC","United States","Fayetteville, NC, United States",-78.8783774,35.0523673,"fayetteville, nc, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Fire Island","NY","United States","Fire Island, NY, United States",-73.1459474,40.6475997,"fire island, ny, usa",1,0.221238938053097
"Bob Damron's Address Book",1983,452,"Floral Park","NY","United States","Floral Park, NY, United States",-73.7048532,40.7237133,"floral park, ny 11001, usa",1,0.221238938053097
