"publication","year","pub.count","geocode.value","lon","lat","count"
"Bob Damron's Address Book",1981,4690,"Sarasota, FL, United States",-82.5310117,27.336465,3
"Bob Damron's Address Book",1981,4690,"Saugatuck, MI, United States",-86.2019825,42.6550248,6
"Bob Damron's Address Book",1981,4690,"Sault Ste. Marie, MI, United States",-84.3475876,46.4977115,1
"Bob Damron's Address Book",1981,4690,"Sausalito, CA, United States",-122.4852507,37.8590937,2
"Bob Damron's Address Book",1981,4690,"Savannah, GA, United States",-81.091203,32.0808989,10
"Bob Damron's Address Book",1981,4690,"Schenectady, NY, United States",-73.9395687,42.8142432,3
"Bob Damron's Address Book",1981,4690,"Scottsdale, AZ, United States",-111.9216734,33.4948764,3
"Bob Damron's Address Book",1981,4690,"Scranton, PA, United States",-75.6624122,41.408969,4
"Bob Damron's Address Book",1981,4690,"Seaford, NY, United States",-73.4881809,40.6659344,2
"Bob Damron's Address Book",1981,4690,"Seaside, OR, United States",-123.9226385,45.9931636,2
"Bob Damron's Address Book",1981,4690,"Seattle, WA, United States",-122.3328481,47.6061389,58
"Bob Damron's Address Book",1981,4690,"Sedona, AZ, United States",-111.7609896,34.8697395,1
"Bob Damron's Address Book",1981,4690,"Seekonk, MA, United States",-71.3369972,41.808434,1
"Bob Damron's Address Book",1981,4690,"Seldon, NY, United States",-73.0356625,40.8664873,1
"Bob Damron's Address Book",1981,4690,"Sharon, PA, United States",-80.4934035,41.2331116,1
"Bob Damron's Address Book",1981,4690,"Sheboygan, WI, United States",-87.71453,43.7508284,3
"Bob Damron's Address Book",1981,4690,"Sherman Oaks, CA, United States",-118.4486989,34.1509272,4
"Bob Damron's Address Book",1981,4690,"Shreveport, LA, United States",-93.7501789,32.5251516,8
"Bob Damron's Address Book",1981,4690,"Sioux City, IA, United States",-96.4049408,42.4963416,1
"Bob Damron's Address Book",1981,4690,"Sioux Falls, SD, United States",-96.731265,43.5460223,5
"Bob Damron's Address Book",1981,4690,"Smithfield, RI, United States",-71.5495101,41.9220496,1
"Bob Damron's Address Book",1981,4690,"Somerville, MA, United States",-71.0994968,42.3875968,1
"Bob Damron's Address Book",1981,4690,"South Bend, IN, United States",-86.2519898,41.6763545,10
"Bob Damron's Address Book",1981,4690,"South River, NJ, United States",-74.3859831,40.446495,1
"Bob Damron's Address Book",1981,4690,"Sparks, NV, United States",-119.7526886,39.5349112,2
"Bob Damron's Address Book",1981,4690,"Spartanburg, SC, United States",-81.9320482,34.9495672,2
"Bob Damron's Address Book",1981,4690,"Spokane, WA, United States",-117.4235319,47.6579711,10
"Bob Damron's Address Book",1981,4690,"Springfield, IL, United States",-89.6501481,39.7817213,7
"Bob Damron's Address Book",1981,4690,"Springfield, MA, United States",-72.589811,42.1014831,13
"Bob Damron's Address Book",1981,4690,"Springfield, MO, United States",-93.2922989,37.2089572,3
"Bob Damron's Address Book",1981,4690,"Springfield, OH, United States",-83.8088171,39.9242266,6
"Bob Damron's Address Book",1981,4690,"Springfield, VT, United States",-72.4819743,43.298701,2
"Bob Damron's Address Book",1981,4690,"Spruce Pine, NC, United States",-82.0645611,35.9154007,1
"Bob Damron's Address Book",1981,4690,"St. Cloud, MN, United States",-94.1632404,45.5579451,2
"Bob Damron's Address Book",1981,4690,"St. Joseph, MO, United States",-94.846681,39.7674578,3
"Bob Damron's Address Book",1981,4690,"St. Louis, MO, United States",-90.1994042,38.6270025,25
"Bob Damron's Address Book",1981,4690,"St. Paul, MN, United States",-93.0899578,44.9537029,8
"Bob Damron's Address Book",1981,4690,"St. Petersburg, FL, United States",-82.6384451,27.7671271,8
"Bob Damron's Address Book",1981,4690,"St. Simons Island, GA, United States",-81.3885517,31.1595905,1
"Bob Damron's Address Book",1981,4690,"Stamford, CT, United States",-73.5387341,41.0534302,2
"Bob Damron's Address Book",1981,4690,"State College, PA, United States",-77.8600012,40.7933949,5
"Bob Damron's Address Book",1981,4690,"Staten Island, NY, United States",-74.1502007,40.5795317,2
"Bob Damron's Address Book",1981,4690,"Steubenville, OH, United States",-80.6339638,40.3697905,2
"Bob Damron's Address Book",1981,4690,"Stillwater, OK, United States",-97.0583681,36.1156071,1
"Bob Damron's Address Book",1981,4690,"Stockbridge, MA, United States",-73.3203862,42.2875874,2
"Bob Damron's Address Book",1981,4690,"Stockton, CA, United States",-121.2907796,37.9577016,6
"Bob Damron's Address Book",1981,4690,"Stoneham, MA, United States",-71.1001891,42.4816758,1
"Bob Damron's Address Book",1981,4690,"Stroudsburg, PA, United States",-75.1946248,40.9867609,2
"Bob Damron's Address Book",1981,4690,"Sun Valley, ID, United States",-114.3517172,43.6971294,1
"Bob Damron's Address Book",1981,4690,"Sunnyvale, CA, United States",-122.0363496,37.36883,1
"Bob Damron's Address Book",1981,4690,"Superior, WI, United States",-92.1040796,46.7207737,2
"Bob Damron's Address Book",1981,4690,"Swansea, MA, United States",-71.1895617,41.748162,1
"Bob Damron's Address Book",1981,4690,"Sweetwater, TX, United States",-100.4059384,32.4709519,1
"Bob Damron's Address Book",1981,4690,"Syracuse, NY, United States",-76.1474244,43.0481221,16
"Bob Damron's Address Book",1981,4690,"Tacoma, WA, United States",-122.4442906,47.2528768,10
"Bob Damron's Address Book",1981,4690,"Talequah, OK, United States",-94.969956,35.91537,1
"Bob Damron's Address Book",1981,4690,"Tallahassee, FL, United States",-84.2806235,30.4381828,7
"Bob Damron's Address Book",1981,4690,"Tampa, FL, United States",-82.4587527,27.9516896,17
"Bob Damron's Address Book",1981,4690,"Tannersville, PA, United States",-75.3057288,41.0398099,1
"Bob Damron's Address Book",1981,4690,"Tarzana, CA, United States",-118.5447573,34.1722605,1
"Bob Damron's Address Book",1981,4690,"Telluride, CO, United States",-107.8122852,37.9374939,1
"Bob Damron's Address Book",1981,4690,"Tempe, AZ, United States",-111.9400054,33.4255104,6
"Bob Damron's Address Book",1981,4690,"Terre Haute, IN, United States",-87.4139092,39.4667034,4
"Bob Damron's Address Book",1981,4690,"Texarkana, AR, United States",-94.0361745,33.4304827,1
"Bob Damron's Address Book",1981,4690,"The Hamptons, NY, United States",-72.3547915,40.924616,7
"Bob Damron's Address Book",1981,4690,"Toledo, OH, United States",-83.5378674,41.6528052,14
"Bob Damron's Address Book",1981,4690,"Toltec, AZ, United States",-111.612786,32.7927719,1
"Bob Damron's Address Book",1981,4690,"Topeka, KS, United States",-95.6751576,39.0473451,6
"Bob Damron's Address Book",1981,4690,"Towson, MD, United States",-76.6019125,39.4014955,1
"Bob Damron's Address Book",1981,4690,"Traverse City, MI, United States",-85.6206317,44.7630567,6
"Bob Damron's Address Book",1981,4690,"Trenton, NJ, United States",-74.759717,40.2205824,6
"Bob Damron's Address Book",1981,4690,"Troy, MI, United States",-83.1497751,42.6064095,5
"Bob Damron's Address Book",1981,4690,"Troy, NY, United States",-73.6917851,42.7284117,1
"Bob Damron's Address Book",1981,4690,"Truckee, CA, United States",-120.1832533,39.327962,1
"Bob Damron's Address Book",1981,4690,"Tucson, AZ, United States",-110.9741769,32.2539787,9
"Bob Damron's Address Book",1981,4690,"Tulsa, OK, United States",-95.992775,36.1539816,16
"Bob Damron's Address Book",1981,4690,"Tupelo, MS, United States",-88.7033859,34.2576066,2
"Bob Damron's Address Book",1981,4690,"Tupper Lake, NY, United States",NA,NA,1
"Bob Damron's Address Book",1981,4690,"Tuscaloosa, AL, United States",-87.5691735,33.2098407,8
"Bob Damron's Address Book",1981,4690,"Tuscon, AZ, United States",-110.9741769,32.2539787,21
"Bob Damron's Address Book",1981,4690,"Tyler, TX, United States",-95.3010624,32.3512601,2
"Bob Damron's Address Book",1981,4690,"Tyngsboro, MA, United States",-71.4244224,42.6766696,1
"Bob Damron's Address Book",1981,4690,"Ukiah, CA, United States",-123.2077831,39.1501709,1
"Bob Damron's Address Book",1981,4690,"Union City, NJ, United States",-74.0237512,40.7795455,2
"Bob Damron's Address Book",1981,4690,"Utica, NY, United States",-75.232664,43.100903,4
"Bob Damron's Address Book",1981,4690,"Vail, CO, United States",-106.3780801,39.6433243,1
"Bob Damron's Address Book",1981,4690,"Vallejo, CA, United States",-122.2566367,38.1040864,1
"Bob Damron's Address Book",1981,4690,"Venice, CA, United States",-118.4527302,33.994091,4
"Bob Damron's Address Book",1981,4690,"Ventura, CA, United States",-119.2945199,34.2804923,3
"Bob Damron's Address Book",1981,4690,"Vicksburg, MS, United States",-90.877882,32.3526456,2
"Bob Damron's Address Book",1981,4690,"Victoria, TX, United States",-97.0035982,28.8052674,1
"Bob Damron's Address Book",1981,4690,"Vincennes, IN, United States",-87.5286325,38.677269,1
"Bob Damron's Address Book",1981,4690,"Virginia Beach, VA, United States",-75.9792194,36.8516437,2
"Bob Damron's Address Book",1981,4690,"Waco, TX, United States",-97.1466695,31.549333,9
"Bob Damron's Address Book",1981,4690,"Waikiki, HI, United States",-157.8291847,21.2793462,23
"Bob Damron's Address Book",1981,4690,"Wakarusa, KS, United States",-95.6960344,38.8856935,1
"Bob Damron's Address Book",1981,4690,"Walla Walla, WA, United States",-118.3430209,46.0645809,1
"Bob Damron's Address Book",1981,4690,"Wallington, NJ, United States",-74.1137537,40.8531553,1
"Bob Damron's Address Book",1981,4690,"Walnut Creek, CA, United States",-122.0651819,37.9100783,2
"Bob Damron's Address Book",1981,4690,"Walton, KS, United States",-97.2567001,38.1177891,1
"Bob Damron's Address Book",1981,4690,"Wantagh, NY, United States",-73.5101258,40.6837121,1
"Bob Damron's Address Book",1981,4690,"Ware, MA, United States",-72.2398566,42.2598457,1
"Bob Damron's Address Book",1981,4690,"Warren, OH, United States",-80.8184166,41.2375569,2
"Bob Damron's Address Book",1981,4690,"Warren, VT, United States",-72.8559474,44.112005,1
"Bob Damron's Address Book",1981,4690,"Washington, DC, United States",-77.0368707,38.9071923,59
"Bob Damron's Address Book",1981,4690,"Waterbury, CT, United States",-73.0514965,41.5581525,2
"Bob Damron's Address Book",1981,4690,"Waterloo, IA, United States",-92.3425775,42.492786,3
"Bob Damron's Address Book",1981,4690,"Watertown, NY, United States",-75.9107565,43.9747838,2
"Bob Damron's Address Book",1981,4690,"Waukegan, IL, United States",-87.8447938,42.3636331,3
"Bob Damron's Address Book",1981,4690,"Wausau, WI, United States",-89.6301221,44.9591352,1
"Bob Damron's Address Book",1981,4690,"Wayne, NJ, United States",-74.2765441,40.9253725,1
"Bob Damron's Address Book",1981,4690,"West Babylon, NY, United States",-73.354287,40.718155,1
"Bob Damron's Address Book",1981,4690,"West Hempstead, NY, United States",-73.6501295,40.7048242,1
"Bob Damron's Address Book",1981,4690,"West Lebanon, NH, United States",-72.3106065,43.6446508,1
"Bob Damron's Address Book",1981,4690,"West Palm Beach, FL, United States",-80.0533746,26.7153424,12
"Bob Damron's Address Book",1981,4690,"Weston, MA, United States",-71.3031132,42.3667625,1
"Bob Damron's Address Book",1981,4690,"Westport, CT, United States",-73.3579049,41.1414717,3
"Bob Damron's Address Book",1981,4690,"Westtown, NY, United States",-74.5398821,41.336761,1
"Bob Damron's Address Book",1981,4690,"Weymouth, MA, United States",-70.9410356,42.2180724,1
"Bob Damron's Address Book",1981,4690,"Wheaton, MD, United States",NA,NA,1
"Bob Damron's Address Book",1981,4690,"Wheeling, WV, United States",-80.7209149,40.0639616,4
"Bob Damron's Address Book",1981,4690,"White Plains, NY, United States",-73.7629097,41.0339862,2
"Bob Damron's Address Book",1981,4690,"Wichita Falls, TX, United States",-98.4933873,33.9137085,8
"Bob Damron's Address Book",1981,4690,"Wichita, KS, United States",-97.330053,37.6871761,8
"Bob Damron's Address Book",1981,4690,"Wilcox, AZ, United States",-109.8320124,32.2528519,1
"Bob Damron's Address Book",1981,4690,"Wilkes-Barre, PA, United States",-75.8813075,41.2459149,3
"Bob Damron's Address Book",1981,4690,"Williamsburg, VA, United States",-76.7074571,37.2707022,1
"Bob Damron's Address Book",1981,4690,"Williamsport, PA, United States",-77.0010786,41.2411897,2
"Bob Damron's Address Book",1981,4690,"Williamstown, MA, United States",-73.2036898,42.7120196,2
"Bob Damron's Address Book",1981,4690,"Wilmington, DE, United States",-75.5483909,39.744655,7
"Bob Damron's Address Book",1981,4690,"Wilmington, NC, United States",-77.8868117,34.2103894,6
"Bob Damron's Address Book",1981,4690,"Winfield, KS, United States",-96.9955918,37.2397486,1
"Bob Damron's Address Book",1981,4690,"Winston-Salem, NC, United States",-80.244216,36.0998596,5
"Bob Damron's Address Book",1981,4690,"Woodbridge, NJ, United States",-74.2846022,40.5575986,1
"Bob Damron's Address Book",1981,4690,"Woodstock, NY, United States",-74.1181971,42.0409247,1
"Bob Damron's Address Book",1981,4690,"Woonsocket, RI, United States",-71.5147839,42.0028761,1
"Bob Damron's Address Book",1981,4690,"Wooster, OH, United States",-81.9399145,40.798237,1
"Bob Damron's Address Book",1981,4690,"Worcester, MA, United States",-71.8022934,42.2625932,7
"Bob Damron's Address Book",1981,4690,"Yakima, WA, United States",-120.5060955,46.6022299,1
"Bob Damron's Address Book",1981,4690,"Yonkers, NY, United States",-73.8987469,40.9312099,1
"Bob Damron's Address Book",1981,4690,"York, PA, United States",-76.727745,39.9625984,6
"Bob Damron's Address Book",1981,4690,"Yorktown, NY, United States",-73.8183804,41.2625965,1
"Bob Damron's Address Book",1981,4690,"Youngstown, OH, United States",-80.6495194,41.0997803,8
"Bob Damron's Address Book",1981,4690,"Ypsilanti, MI, United States",-83.6129939,42.2411499,2
"Bob Damron's Address Book",1981,4690,"Yreka, CA, United States",-122.6344708,41.7354186,1
"Bob Damron's Address Book",1981,4690,"Yuma, AZ, United States",-114.6276916,32.6926512,8
"Bob Damron's Address Book",1983,5298,"Abbeyville, LA, United States",-92.1342921,29.9746502,1
"Bob Damron's Address Book",1983,5298,"Aberdeen, SD, United States",-98.4864829,45.4646985,4
"Bob Damron's Address Book",1983,5298,"Aberdeen, WA, United States",-123.8157218,46.9753708,1
"Bob Damron's Address Book",1983,5298,"Abilene, TX, United States",-99.7331439,32.4487364,4
"Bob Damron's Address Book",1983,5298,"Adrian, MI, United States",-84.0371659,41.8975471,1
"Bob Damron's Address Book",1983,5298,"Akron, OH, United States",-81.5188377,41.081199,16
"Bob Damron's Address Book",1983,5298,"Albany, GA, United States",-84.155741,31.5785074,8
"Bob Damron's Address Book",1983,5298,"Albany, NY, United States",-73.7562317,42.6525793,16
"Bob Damron's Address Book",1983,5298,"Albuquerque, NM, United States",-106.650422,35.0843859,17
"Bob Damron's Address Book",1983,5298,"Alexandria, LA, United States",-92.4451371,31.3112936,6
"Bob Damron's Address Book",1983,5298,"Alhambra, CA, United States",-118.1270146,34.095287,2
"Bob Damron's Address Book",1983,5298,"Allentown, PA, United States",-75.4714098,40.6022939,7
"Bob Damron's Address Book",1983,5298,"Altoona, PA, United States",-78.3947359,40.5186809,3
"Bob Damron's Address Book",1983,5298,"Amarillo, TX, United States",-101.8312969,35.2219971,11
"Bob Damron's Address Book",1983,5298,"Ames, IA, United States",-93.6319131,42.0307812,4
"Bob Damron's Address Book",1983,5298,"Amherst, MA, United States",-72.5198537,42.3732216,1
"Bob Damron's Address Book",1983,5298,"Amherst, NY, United States",-78.7922424,42.9791367,1
"Bob Damron's Address Book",1983,5298,"Anaheim, CA, United States",-117.9143012,33.8365932,3
"Bob Damron's Address Book",1983,5298,"Anchorage, AK, United States",-149.8996785,61.2175758,12
"Bob Damron's Address Book",1983,5298,"Ann Arbor, MI, United States",-83.7430378,42.2808256,9
"Bob Damron's Address Book",1983,5298,"Annapolis, MD, United States",-76.4921829,38.9784453,2
"Bob Damron's Address Book",1983,5298,"Anniston, AL, United States",-85.8316318,33.6598257,3
"Bob Damron's Address Book",1983,5298,"Appleton, WI, United States",-88.4153847,44.2619309,6
"Bob Damron's Address Book",1983,5298,"Arcadia, LA, United States",-92.920158,32.5490406,1
"Bob Damron's Address Book",1983,5298,"Arlington, TX, United States",-97.1080656,32.735687,4
"Bob Damron's Address Book",1983,5298,"Arlington, VA, United States",-77.0909809,38.8816208,3
"Bob Damron's Address Book",1983,5298,"Asbury Park, NJ, United States",-74.0120817,40.2203907,14
"Bob Damron's Address Book",1983,5298,"Asheville, NC, United States",-82.5514869,35.5950581,7
"Bob Damron's Address Book",1983,5298,"Ashland, OR, United States",-122.7094767,42.1945758,2
"Bob Damron's Address Book",1983,5298,"Aspen, CO, United States",-106.8175387,39.1910983,2
"Bob Damron's Address Book",1983,5298,"Athens, GA, United States",-83.357567,33.9519347,2
"Bob Damron's Address Book",1983,5298,"Athens, OH, United States",-82.1012554,39.3292396,3
"Bob Damron's Address Book",1983,5298,"Atlanta, GA, United States",-84.3876845,33.748752,59
"Bob Damron's Address Book",1983,5298,"Atlantic City, NJ, United States",-74.4229266,39.3642834,19
"Bob Damron's Address Book",1983,5298,"Attleboro, MA, United States",-71.2856082,41.9445441,3
"Bob Damron's Address Book",1983,5298,"Auburn, AL, United States",-85.4807825,32.6098566,4
"Bob Damron's Address Book",1983,5298,"Auburn, CA, United States",-121.0768901,38.8965654,2
"Bob Damron's Address Book",1983,5298,"Augusta, GA, United States",-82.0105148,33.4734978,2
"Bob Damron's Address Book",1983,5298,"Augusta, KS, United States",-96.9767023,37.6866844,1
"Bob Damron's Address Book",1983,5298,"Augusta, ME, United States",-69.7794897,44.3106241,3
"Bob Damron's Address Book",1983,5298,"Aurora, IL, United States",-88.3200715,41.7605849,1
"Bob Damron's Address Book",1983,5298,"Austin, TX, United States",-97.7430608,30.267153,22
"Bob Damron's Address Book",1983,5298,"Avenel, NJ, United States",-74.2851469,40.5803818,1
"Bob Damron's Address Book",1983,5298,"Babylon, NY, United States",NA,NA,1
"Bob Damron's Address Book",1983,5298,"Bakersfield, CA, United States",-119.0187125,35.3732921,7
"Bob Damron's Address Book",1983,5298,"Baltimore, MD, United States",-76.6121893,39.2903848,40
"Bob Damron's Address Book",1983,5298,"Bangor, ME, United States",-68.7712257,44.8016128,3
"Bob Damron's Address Book",1983,5298,"Barboursville, WV, United States",-82.2945923,38.4095298,1
"Bob Damron's Address Book",1983,5298,"Barnegat Light, NJ, United States",-74.1062466,39.7576202,1
"Bob Damron's Address Book",1983,5298,"Batesville, MS, United States",-89.9442567,34.3114982,1
"Bob Damron's Address Book",1983,5298,"Baton Rouge, LA, United States",-91.1871466,30.4514677,12
"Bob Damron's Address Book",1983,5298,"Bay City, MI, United States",-83.8888647,43.5944677,1
"Bob Damron's Address Book",1983,5298,"Beaumont, TX, United States",-94.1265562,30.080174,3
"Bob Damron's Address Book",1983,5298,"Beaver Dam, WI, United States",-88.837329,43.4577692,2
"Bob Damron's Address Book",1983,5298,"Belleville, MI, United States",-83.4852133,42.2047619,1
"Bob Damron's Address Book",1983,5298,"Bellevue, NE, United States",-95.9262498,41.1567003,3
"Bob Damron's Address Book",1983,5298,"Bellingham, WA, United States",-122.4786854,48.7519112,5
"Bob Damron's Address Book",1983,5298,"Bellmawr, NJ, United States",-75.0946182,39.8676134,1
"Bob Damron's Address Book",1983,5298,"Bellmore, NY, United States",-73.5270709,40.6687125,1
"Bob Damron's Address Book",1983,5298,"Bellows Falls, VT, United States",-72.4439772,43.133411,1
"Bob Damron's Address Book",1983,5298,"Belmar, NJ, United States",-74.0218037,40.1784471,1
"Bob Damron's Address Book",1983,5298,"Berkeley, CA, United States",-122.273042,37.8715226,6
"Bob Damron's Address Book",1983,5298,"Berlin, VT, United States",-72.5861615,44.2152614,1
"Bob Damron's Address Book",1983,5298,"Bethany Beach, DE, United States",-75.0551806,38.5395564,1
"Bob Damron's Address Book",1983,5298,"Beverly Hills, CA, United States",-118.4003563,34.0736204,1
"Bob Damron's Address Book",1983,5298,"Beverly Shores, IN, United States",-86.9775319,41.6925381,2
"Bob Damron's Address Book",1983,5298,"Biddeford, ME, United States",-70.4533844,43.4925843,1
"Bob Damron's Address Book",1983,5298,"Big Bear Lake, CA, United States",-116.9114215,34.2438963,1
"Bob Damron's Address Book",1983,5298,"Big Rapids, MI, United States",-85.4836557,43.6980782,4
"Bob Damron's Address Book",1983,5298,"Billings, MT, United States",-108.5006904,45.7832856,2
"Bob Damron's Address Book",1983,5298,"Biloxi, MS, United States",-88.8853078,30.3960318,7
"Bob Damron's Address Book",1983,5298,"Binghamton, NY, United States",-75.9179738,42.0986867,5
"Bob Damron's Address Book",1983,5298,"Birmingham, AL, United States",-86.8103567,33.5185892,15
"Bob Damron's Address Book",1983,5298,"Bisbee, AZ, United States",-109.9284084,31.4481547,1
"Bob Damron's Address Book",1983,5298,"Bismarck, NC, United States",NA,NA,1
"Bob Damron's Address Book",1983,5298,"Bismarck, ND, United States",-100.7877616,46.8041643,2
"Bob Damron's Address Book",1983,5298,"Blaine, WA, United States",-122.7471191,48.993723,2
"Bob Damron's Address Book",1983,5298,"Bloomington, IL, United States",-88.9936873,40.4842027,2
"Bob Damron's Address Book",1983,5298,"Bloomington, IN, United States",-86.5263857,39.165325,6
"Bob Damron's Address Book",1983,5298,"Boca Raton, FL, United States",-80.1289321,26.3683064,1
"Bob Damron's Address Book",1983,5298,"Boise, ID, United States",-116.2023137,43.6150186,5
"Bob Damron's Address Book",1983,5298,"Bossier City, LA, United States",-93.7321228,32.5159852,1
"Bob Damron's Address Book",1983,5298,"Boston, MA, United States",-71.0588801,42.3600825,54
"Bob Damron's Address Book",1983,5298,"Boulder, CO, United States",-105.2705456,40.0149856,3
"Bob Damron's Address Book",1983,5298,"Boulder, MT, United States",-112.1208336,46.2365947,1
"Bob Damron's Address Book",1983,5298,"Bowling Green, KY, United States",-86.4808043,36.9685219,1
"Bob Damron's Address Book",1983,5298,"Bozeman, MT, United States",-111.037259,45.6793119,2
"Bob Damron's Address Book",1983,5298,"Bradenton, FL, United States",-82.5748194,27.4989278,3
"Bob Damron's Address Book",1983,5298,"Breckenridge, CO, United States",-106.0383518,39.4816537,1
"Bob Damron's Address Book",1983,5298,"Bremerton, WA, United States",-122.6269768,47.5650067,2
"Bob Damron's Address Book",1983,5298,"Bridgeport, CT, United States",-73.1894384,41.1792258,4
"Bob Damron's Address Book",1983,5298,"Bridgeport, PA, United States",-75.3451838,40.1051084,1
"Bob Damron's Address Book",1983,5298,"Bristol, TN, United States",-82.1887444,36.5951059,2
"Bob Damron's Address Book",1983,5298,"Bristol, VA, United States",-82.1887368,36.595142,1
"Bob Damron's Address Book",1983,5298,"Bronx, NY, United States",-73.8648268,40.8447819,1
"Bob Damron's Address Book",1983,5298,"Brookings, SD, United States",-96.7983877,44.3113573,2
"Bob Damron's Address Book",1983,5298,"Brooklyn, MI, United States",-84.2482819,42.105874,1
"Bob Damron's Address Book",1983,5298,"Brooklyn, NY, United States",-73.9441579,40.6781784,11
"Bob Damron's Address Book",1983,5298,"Brownsville, TX, United States",-97.4974838,25.9017472,4
"Bob Damron's Address Book",1983,5298,"Brunswick, ME, United States",-69.9669961,43.9140162,1
"Bob Damron's Address Book",1983,5298,"Bryte, CA, United States",-121.5416232,38.5946272,2
"Bob Damron's Address Book",1983,5298,"Buena Park, CA, United States",-117.9981387,33.8674044,1
"Bob Damron's Address Book",1983,5298,"Buffalo, NY, United States",-78.8783689,42.8864468,27
"Bob Damron's Address Book",1983,5298,"Burbank, CA, United States",-118.3089661,34.1808392,1
"Bob Damron's Address Book",1983,5298,"Burlingame, CA, United States",-122.34809,37.5778696,1
"Bob Damron's Address Book",1983,5298,"Burlington, VT, United States",-73.212072,44.4758825,5
"Bob Damron's Address Book",1983,5298,"Burtonsville, MD, United States",-76.9324752,39.1112193,1
"Bob Damron's Address Book",1983,5298,"Butler, NJ, United States",-74.3415394,41.0037087,1
"Bob Damron's Address Book",1983,5298,"Caldwell, ID, United States",-116.6873596,43.6629384,1
"Bob Damron's Address Book",1983,5298,"Caliente, CA, United States",-118.6286669,35.2912425,1
"Bob Damron's Address Book",1983,5298,"Calumet City, IL, United States",-87.5294871,41.6155909,5
"Bob Damron's Address Book",1983,5298,"Cambridge, MA, United States",-71.1097335,42.3736158,7
"Bob Damron's Address Book",1983,5298,"Camden, NJ, United States",NA,NA,2
"Bob Damron's Address Book",1983,5298,"Campbell, CA, United States",-121.9499568,37.2871651,2
"Bob Damron's Address Book",1983,5298,"Campbellsville, KY, United States",-85.3419069,37.3433974,2
"Bob Damron's Address Book",1983,5298,"Canton, OH, United States",-81.378447,40.7989473,8
"Bob Damron's Address Book",1983,5298,"Canyon, TX, United States",-101.9188024,34.9803342,1
"Bob Damron's Address Book",1983,5298,"Carbondale, IL, United States",-89.2167501,37.7272727,2
"Bob Damron's Address Book",1983,5298,"Carthegena, OH, United States",-84.5621823,40.4378453,1
"Bob Damron's Address Book",1983,5298,"Casper, WY, United States",-106.2980824,42.848709,3
"Bob Damron's Address Book",1983,5298,"Cathedral City, CA, United States",-116.4668036,33.7805388,8
"Bob Damron's Address Book",1983,5298,"Cedar Rapids, IA, United States",-91.6656232,41.9778795,5
"Bob Damron's Address Book",1983,5298,"Central Falls, RI, United States",-71.3922785,41.8906553,1
"Bob Damron's Address Book",1983,5298,"Chambersburg, PA, United States",-77.6611022,39.9375911,1
"Bob Damron's Address Book",1983,5298,"Champaign, IL, United States",-88.2433829,40.1164204,4
"Bob Damron's Address Book",1983,5298,"Chapel Hill, NC, United States",-79.0558445,35.9131996,5
"Bob Damron's Address Book",1983,5298,"Charleston, SC, United States",-79.9319664,32.7833163,10
"Bob Damron's Address Book",1983,5298,"Charleston, WV, United States",-81.6326234,38.3498195,11
"Bob Damron's Address Book",1983,5298,"Charlotte, NC, United States",-80.8431267,35.2270869,25
"Bob Damron's Address Book",1983,5298,"Chattanooga, TN, United States",-85.3093995,35.0457984,9
"Bob Damron's Address Book",1983,5298,"Cherokee, IA, United States",-95.5515431,42.7496413,1
"Bob Damron's Address Book",1983,5298,"Cherry Hill, NJ, United States",-75.0246312,39.926813,1
"Bob Damron's Address Book",1983,5298,"Cheyenne, WY, United States",-104.8202462,41.1399814,5
"Bob Damron's Address Book",1983,5298,"Chicago, IL, United States",-87.6297982,41.8781136,120
"Bob Damron's Address Book",1983,5298,"Chico, CA, United States",-121.8374777,39.7284944,3
"Bob Damron's Address Book",1983,5298,"Chicopee, MA, United States",-72.6078672,42.1487043,1
"Bob Damron's Address Book",1983,5298,"Cincinnati, OH, United States",-84.5120196,39.1031182,25
"Bob Damron's Address Book",1983,5298,"Clare, MI, United States",-84.7686281,43.8194703,1
"Bob Damron's Address Book",1983,5298,"Clarksburg, WV, United States",-80.3445341,39.2806451,1
"Bob Damron's Address Book",1983,5298,"Clarksville, TN, United States",-87.3594528,36.5297706,4
"Bob Damron's Address Book",1983,5298,"Clearlake, CA, United States",-122.6263728,38.9582307,5
"Bob Damron's Address Book",1983,5298,"Clearwater, FL, United States",-82.7958948,27.9655722,4
"Bob Damron's Address Book",1983,5298,"Cleveland, OH, United States",-81.6943605,41.49932,46
"Bob Damron's Address Book",1983,5298,"Clifton, NJ, United States",-74.1637553,40.8584328,1
"Bob Damron's Address Book",1983,5298,"Cocoa Beach, FL, United States",-80.6075513,28.3200067,5
"Bob Damron's Address Book",1983,5298,"Coconut Grove, FL, United States",NA,NA,3
"Bob Damron's Address Book",1983,5298,"College Park, MD, United States",-76.93776,38.9896967,8
"Bob Damron's Address Book",1983,5298,"College Station, TX, United States",-96.3344068,30.627977,1
"Bob Damron's Address Book",1983,5298,"Colorado Springs, CO, United States",-104.8213634,38.8338816,10
"Bob Damron's Address Book",1983,5298,"Columbia, MO, United States",-92.3340724,38.9517053,9
"Bob Damron's Address Book",1983,5298,"Columbia, SC, United States",-81.0348144,34.0007104,9
"Bob Damron's Address Book",1983,5298,"Columbus, GA, United States",-84.9877094,32.4609764,9
"Bob Damron's Address Book",1983,5298,"Columbus, MS, United States",-88.4272627,33.4956744,1
"Bob Damron's Address Book",1983,5298,"Columbus, OH, United States",-82.9987942,39.9611755,26
