"publication","pub.count","geocode.value","lon","lat","count","relative.percentage"
"Bob Damron's Address Book",18500,"Grand Island, NE, United States",-98.3420118,40.9263957,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Grand Junction, CO, United States",-108.5506486,39.0638705,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Grand Portage, MN, United States",NA,NA,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Grand Rapids, MI, United States",-85.6680863,42.9633599,32,0.172972972972973
"Bob Damron's Address Book",18500,"Grand haven, MI, United States",-86.2283864,43.0630734,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Grants Pass, OR, United States",-123.3283925,42.4390069,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Grass Valley, CA, United States",-121.0610606,39.2190608,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Great Falls, MT, United States",-111.3007715,47.5052849,18,0.0972972972972973
"Bob Damron's Address Book",18500,"Green Bay, WI, United States",-88.0132958,44.5133188,16,0.0864864864864865
"Bob Damron's Address Book",18500,"Greenburg, PA, United States",-79.5389289,40.3014581,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Greensboro, NC, United States",-79.7919754,36.0726354,31,0.167567567567568
"Bob Damron's Address Book",18500,"Greensburg, PA, United States",-79.5389289,40.3014581,6,0.0324324324324324
"Bob Damron's Address Book",18500,"Greenville, NC, United States",-77.3663538,35.612661,6,0.0324324324324324
"Bob Damron's Address Book",18500,"Greenville, SC, United States",-82.3940104,34.8526176,10,0.0540540540540541
"Bob Damron's Address Book",18500,"Greenville, TN, United States",-82.8309861,36.1631574,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Greenwhich, CT, United States",-73.6281964,41.0262417,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Greenwich, CT, United States",-73.6281964,41.0262417,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Greenwood Lake, NY, United States",-74.294317,41.2225942,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Guerneville, CA, United States",-122.9961102,38.5018575,24,0.12972972972973
"Bob Damron's Address Book",18500,"Gulfport, MS, United States",-89.0928155,30.3674198,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Guttenberg, NJ, United States",-74.0037505,40.7920454,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Hackensack, NJ, United States",-74.0434736,40.8859325,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Hagerstown, MD, United States",-77.7199932,39.6417629,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Hallandale, FL, United States",-80.148379,25.9812024,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Hamilton, OH, United States",-84.5613355,39.3995008,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hammond, IN, United States",-87.5000412,41.5833688,6,0.0324324324324324
"Bob Damron's Address Book",18500,"Hampton, NH, United States",-70.8389219,42.9375932,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Hanover, NH, United States",-72.2895526,43.7022451,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Harpers Ferry, WV, United States",-77.7388818,39.3253786,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Harrisburg, PA, United States",-76.8867008,40.2731911,49,0.264864864864865
"Bob Damron's Address Book",18500,"Hartford, CT, United States",-72.6733723,41.7658043,60,0.324324324324324
"Bob Damron's Address Book",18500,"Haslett, MI, United States",-84.4010848,42.7469789,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hato Ray, PR, United States",NA,NA,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Hattiesburg, MS, United States",-89.2903392,31.3271189,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Hauppauge, NY, United States",-73.2026138,40.8256536,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hawthorne, CA, United States",-118.3525748,33.9164032,8,0.0432432432432432
"Bob Damron's Address Book",18500,"Hayward, CA, United States",-122.0809964,37.6687665,29,0.156756756756757
"Bob Damron's Address Book",18500,"Hazleton, PA, United States",-75.9746472,40.9584181,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hegins, PA, United States",-76.4977208,40.6515135,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Helena, MT, United States",-112.0391057,46.5891452,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Hempstead, NY, United States",NA,NA,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hermon, NY, United States",NA,NA,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hermosa Beach, CA, United States",-118.3995194,33.8622366,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Hialeah, FL, United States",-80.2781057,25.8575963,8,0.0432432432432432
"Bob Damron's Address Book",18500,"Hickory, NC, United States",-81.3444573,35.7344538,5,0.027027027027027
"Bob Damron's Address Book",18500,"Hicksville, NY, United States",NA,NA,2,0.0108108108108108
"Bob Damron's Address Book",18500,"High Point, NC, United States",-80.0053176,35.9556923,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Highland Park, NJ, United States",-74.4243178,40.4959379,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Highland Park, NY, United States",-78.67444,43.19611,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Highland, CA, United States",-117.2015791,34.1211873,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Highland, NY, United States",-73.9601382,41.7209267,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Highlands, NJ, United States",-73.991527,40.40372,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hilo, HI, United States",-155.084887,19.7216023,10,0.0540540540540541
"Bob Damron's Address Book",18500,"Hilo, Hawaii, HI, United States",-155.084887,19.7216023,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hilton Head, SC, United States",-80.752608,32.216316,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hinesburg, VT, United States",-73.110679,44.3292199,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hinsdale, IL, United States",-87.9370052,41.8008642,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hoboken, NJ, United States",-74.0323626,40.7439905,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hodges, SC, United States",-82.2442889,34.2876186,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Holland, MI, United States",-86.1089301,42.7875235,6,0.0324324324324324
"Bob Damron's Address Book",18500,"Hollywood, FL, United States",-80.1494901,26.0112014,25,0.135135135135135
"Bob Damron's Address Book",18500,"Homestead, FL, United States",-80.4775569,25.4687224,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Homestead, PA, United States",-79.9119948,40.4059025,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Honolulu, HI, United States",-157.8581401,21.3098845,18,0.0972972972972973
"Bob Damron's Address Book",18500,"Honolulu, Oahu, HI, United States",-157.8581401,21.3098845,5,0.027027027027027
"Bob Damron's Address Book",18500,"Hoquiam, WA, United States",-123.8839028,46.977043,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hot Springs, AR, United States",-93.0546003,34.5077615,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Houghton, MI, United States",-88.5694182,47.1211331,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Houma, LA, United States",-90.7195348,29.5957696,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Houston, TX, United States",-95.3698028,29.7604267,313,1.69189189189189
"Bob Damron's Address Book",18500,"Howell, NJ, United States",-74.2082671,40.1645785,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Huntington Park, CA, United States",-118.2250725,33.9816812,14,0.0756756756756757
"Bob Damron's Address Book",18500,"Huntington, NY, United States",-73.425676,40.8681539,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Huntington, WV, United States",-82.445154,38.4192496,15,0.0810810810810811
"Bob Damron's Address Book",18500,"Huntsville, AL, United States",-86.5861037,34.7303688,10,0.0540540540540541
"Bob Damron's Address Book",18500,"Huntsville, MO, United States",-92.5451834,39.440589,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hutchinson, KS, United States",-97.9297743,38.0608445,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Hyannis, MA, United States",-70.2881124,41.6524911,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Idaho Falls, ID, United States",-112.0407506,43.4926602,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Imperial Beach, CA, United States",-117.1130849,32.5839444,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Indianapolis, IN, United States",-86.158018,39.76909,90,0.486486486486486
"Bob Damron's Address Book",18500,"Indio, CA, United States",-116.2155619,33.7205771,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Inglewood, CA, United States",-118.3531311,33.9616801,14,0.0756756756756757
"Bob Damron's Address Book",18500,"Interlochen, MI, United States",-85.7676077,44.6453738,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Iowa City, IA, United States",-91.5346169,41.6578257,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Ipswich, MA, United States",-70.8411558,42.6791832,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Island Park, NY, United States",-73.6554078,40.6042705,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Ithaca, NY, United States",-76.5018807,42.4439614,14,0.0756756756756757
"Bob Damron's Address Book",18500,"Jackson, MI, United States",-84.4013462,42.245869,5,0.027027027027027
"Bob Damron's Address Book",18500,"Jackson, MS, United States",-90.1848103,32.2987573,20,0.108108108108108
"Bob Damron's Address Book",18500,"Jackson, NH, United States",-71.1850996,44.1462613,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Jackson, TN, United States",-88.8139469,35.6145169,5,0.027027027027027
"Bob Damron's Address Book",18500,"Jackson, WY, United States",-110.7624282,43.4799291,6,0.0324324324324324
"Bob Damron's Address Book",18500,"Jacksonville, AL, United States",-85.7613536,33.8137125,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Jacksonville, FL, United States",-81.655651,30.3321838,62,0.335135135135135
"Bob Damron's Address Book",18500,"Jacksonville, IL, United States",-90.2290098,39.733936,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Jacksonville, NC, United States",-77.4302414,34.7540524,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Jamaica, NY, United States",-73.7991953,40.7037439,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Jamestown, NY, United States",-79.2353259,42.0970023,10,0.0540540540540541
"Bob Damron's Address Book",18500,"Janesville, WI, United States",-89.0187222,42.6827885,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Jefferson City, MO, United States",NA,NA,7,0.0378378378378378
"Bob Damron's Address Book",18500,"Jersey City, NJ, United States",-74.0431435,40.7177545,6,0.0324324324324324
"Bob Damron's Address Book",18500,"Jessup, MD, United States",-76.7752493,39.1492746,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Johnson City, NY, United States",-75.9588092,42.1156308,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Johnson City, TN, United States",-82.3534727,36.3134397,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Johnstown, PA, United States",-78.9219698,40.3267407,8,0.0432432432432432
"Bob Damron's Address Book",18500,"Joliet, IL, United States",-88.0817251,41.525031,7,0.0378378378378378
"Bob Damron's Address Book",18500,"Joplin, MO, United States",-94.513281,37.0842271,15,0.0810810810810811
"Bob Damron's Address Book",18500,"Juneau, AK, United States",-134.4201306,58.3004933,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Kailua-Kona, HI, United States",-155.9962255,19.6419129,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Kalakapei Beach, Kauai, HI, United States",-159.3501759,21.9605229,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Kalamazoo, MI, United States",-85.5872286,42.2917069,8,0.0432432432432432
"Bob Damron's Address Book",18500,"Kalapana, HI, United States",-154.9667406,19.3625206,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Kalispell, MT, United States",-114.3168131,48.1919889,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Kankakee, IL, United States",-87.8611531,41.1200325,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Kansas City, KS, United States",-94.6267873,39.1155314,11,0.0594594594594595
"Bob Damron's Address Book",18500,"Kansas City, MO, United States",-94.5785667,39.0997265,125,0.675675675675676
"Bob Damron's Address Book",18500,"Kapaa-Wailua, Kauai, HI, United States",NA,NA,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Kearney, NE, United States",-99.0816784,40.6993303,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Kenmore, NY, United States",-78.870036,42.9658907,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Kenner, LA, United States",-90.2417434,29.9940924,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Kenosha, WI, United States",-87.8211854,42.5847425,10,0.0540540540540541
"Bob Damron's Address Book",18500,"Kent, OH, United States",-81.3578859,41.1536674,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Kenvil, NJ, United States",-74.6185913,40.8796025,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Ketchikan, AK, United States",-131.6461111,55.3422222,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Kettering, OH, United States",-84.1688274,39.6895036,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Kew Gardens, NY, United States",-73.8272029,40.705695,5,0.027027027027027
"Bob Damron's Address Book",18500,"Key West, FL, United States",-81.7799871,24.5550593,212,1.14594594594595
"Bob Damron's Address Book",18500,"Kihei, Maui, HI, United States",-156.4541873,20.7399409,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Killeen, TX, United States",-97.7277959,31.1171194,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Kingboro, MA, United States",-71.4244224,42.6766696,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Kingman, AZ, United States",-114.0530065,35.189443,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Kingston, NJ, United States",-74.6134903,40.3753844,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Kittery, ME, United States",-70.736137,43.0881256,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Klamath Falls, OR, United States",-121.7816704,42.224867,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Knoxville, TN, United States",-83.9207392,35.9606384,35,0.189189189189189
"Bob Damron's Address Book",18500,"Kodiak Island, AK, United States",NA,NA,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Kokomo, IN, United States",-86.1336033,40.486427,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Kona, HI, United States",NA,NA,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Kuhnsville, PA, United States",-75.5887978,40.5923184,1,0.00540540540540541
"Bob Damron's Address Book",18500,"La Crosse, WI, United States",-91.2519017,43.8137751,9,0.0486486486486486
"Bob Damron's Address Book",18500,"La Jolla, CA, United States",-117.2712717,32.8328112,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Laconia, NH, United States",-71.4703509,43.5278546,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Lafayette, IN, United States",-86.8752869,40.4167022,7,0.0378378378378378
"Bob Damron's Address Book",18500,"Lafayette, LA, United States",-92.0198427,30.2240897,13,0.0702702702702703
"Bob Damron's Address Book",18500,"Laguna Beach, CA, United States",-117.7853568,33.5427189,66,0.356756756756757
"Bob Damron's Address Book",18500,"Laguna Hills, CA, United States",-117.6986604,33.5916433,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Laguna Niguel, CA, United States",-117.7149438,33.5236744,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Laguna, CA, United States",NA,NA,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lahaina, HI, United States",-156.6816195,20.882371,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Lahaina, Maui, HI, United States",-156.6816195,20.882371,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Lake Alfred, FL, United States",-81.7234114,28.091963,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Lake Charles, LA, United States",-93.2173758,30.2265949,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Lake Geneva, WI, United States",-88.4334301,42.5916836,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lake George, NY, United States",-73.7123408,43.4261809,6,0.0324324324324324
"Bob Damron's Address Book",18500,"Lake Placid, NY, United States",-73.9798713,44.2794911,13,0.0702702702702703
"Bob Damron's Address Book",18500,"Lake Ronkonkoma, NY, United States",-73.1053707,40.8320984,7,0.0378378378378378
"Bob Damron's Address Book",18500,"Lake Tahoe, CA, United States",NA,NA,7,0.0378378378378378
"Bob Damron's Address Book",18500,"Lake Tahoe, NV, United States",-120.0323507,39.0968493,7,0.0378378378378378
"Bob Damron's Address Book",18500,"Lake Worth, FL, United States",-80.0684479,26.6167555,14,0.0756756756756757
"Bob Damron's Address Book",18500,"Lakeland, FL, United States",-81.9498042,28.0394654,7,0.0378378378378378
"Bob Damron's Address Book",18500,"Lakeport, CA, United States",-122.9158293,39.0429506,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lakeshore, OH, United States",-81.5267873,41.5931049,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lakewood, NJ, United States",-74.2097014,40.082129,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lakewood, OH, United States",-81.7981908,41.4819932,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Lambertville, NJ, United States",-74.9429448,40.3659394,15,0.0810810810810811
"Bob Damron's Address Book",18500,"Lancaster, CA, United States",-118.1481016,34.703947,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Lancaster, OH, United States",-82.5993294,39.7136754,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lancaster, PA, United States",-76.3055144,40.0378755,29,0.156756756756757
"Bob Damron's Address Book",18500,"Landisville, NJ, United States",-74.938343,39.5251132,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lansing, MI, United States",-84.5555347,42.732535,25,0.135135135135135
"Bob Damron's Address Book",18500,"Lantana, FL, United States",-80.0519859,26.5867358,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Laramie, WY, United States",-105.5911007,41.3113669,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Laredo, TX, United States",-99.5075519,27.5035613,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Larksville, PA, United States",-75.9270074,41.263241,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Las Vegas, NV, United States",-115.1391009,36.171563,81,0.437837837837838
"Bob Damron's Address Book",18500,"Latham, NY, United States",-73.760537,42.7477661,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Laurel, MD, United States",-76.8483061,39.0992752,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lawrence, KS, United States",-95.2352501,38.9716689,5,0.027027027027027
"Bob Damron's Address Book",18500,"Lawrence, MO, United States",-93.8248241,37.1500679,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lawton, OK, United States",-98.3959291,34.6035669,5,0.027027027027027
"Bob Damron's Address Book",18500,"Lebanon, NH, United States",-72.2517569,43.6422934,5,0.027027027027027
"Bob Damron's Address Book",18500,"Leonard, ND, United States",-97.2456467,46.6519149,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lewiston, ID, United States",-117.0011889,46.4004089,7,0.0378378378378378
"Bob Damron's Address Book",18500,"Lewiston, ME, United States",-70.2147764,44.100351,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Lexington, KY, United States",-84.5037164,38.0405837,26,0.140540540540541
"Bob Damron's Address Book",18500,"Lexington, NC, United States",-80.2533838,35.8240265,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Liberty, TN, United States",-85.9677659,36.0067276,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lihue, HI, United States",-159.3672769,21.9742235,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lima, OH, United States",-84.1052256,40.742551,5,0.027027027027027
"Bob Damron's Address Book",18500,"Lincoln City, OR, United States",-124.0159354,44.9620902,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Lincoln, NE, United States",-96.7025764,40.8136634,35,0.189189189189189
"Bob Damron's Address Book",18500,"Lindenhurst, NY, United States",-73.3734547,40.6867667,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Line Lexington, PA, United States",-75.2637196,40.2865141,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Little Neck, NY, United States",NA,NA,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Little River, CA, United States",-123.7899217,39.2717465,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Little Rock, AR, United States",-92.2880157,34.7444618,28,0.151351351351351
"Bob Damron's Address Book",18500,"Lombard, IL, United States",-88.0078435,41.8800296,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Long Beach, CA, United States",-118.1937395,33.7700504,172,0.92972972972973
"Bob Damron's Address Book",18500,"Long Beach, NY, United States",-73.657908,40.5884373,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Long Branch, NJ, United States",-73.9923596,40.3042778,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Long Wharf, CT, United States",-72.92134,41.2968149,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Longview, TX, United States",-94.7404891,32.5007037,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Lorain, OH, United States",-82.1823746,41.452819,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Loraine, OH, United States",-82.1823746,41.452819,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Los Altos, CA, United States",-122.1141298,37.3852183,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Los Angeles, CA, United States",-118.242643,34.0549076,991,5.35675675675676
"Bob Damron's Address Book",18500,"Louisville, KY, United States",-85.7584557,38.2526647,60,0.324324324324324
"Bob Damron's Address Book",18500,"Lowell, MA, United States",-71.3161718,42.6334247,10,0.0540540540540541
"Bob Damron's Address Book",18500,"Lubbock, TX, United States",-101.8552934,33.5778239,14,0.0756756756756757
"Bob Damron's Address Book",18500,"Lynn, MA, United States",-70.9494938,42.466763,8,0.0432432432432432
"Bob Damron's Address Book",18500,"Lynwood, CA, United States",-118.2114603,33.930293,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lyons, IL, United States",-87.8181128,41.8133651,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Lyons, KS, United States",-98.2017268,38.3450104,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Macomb, IL, United States",-90.6717971,40.4592076,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Macon, GA, United States",-83.6324022,32.8406946,11,0.0594594594594595
"Bob Damron's Address Book",18500,"Madeira Beach, FL, United States",-82.7973247,27.7980814,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Madison, IN, United States",-85.3799577,38.7358933,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Madison, NH, United States",-71.1484028,43.8992395,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Madison, WI, United States",-89.4007501,43.0721661,38,0.205405405405405
"Bob Damron's Address Book",18500,"Maite, GU, United States",NA,NA,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Makawao, Maui, HI, United States",-156.3103368,20.853869,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Manchester, NH, United States",-71.4547891,42.9956397,23,0.124324324324324
"Bob Damron's Address Book",18500,"Manhattan Beach, CA, United States",-118.4109089,33.8847361,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Manitou Springs, CO, United States",-104.9128177,38.8575579,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Manitowac, WI, United States",-87.657584,44.0886059,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Mankato, MN, United States",-94.0055647,44.1661456,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Mansfield, OH, United States",-82.5154471,40.75839,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Marblehead, MA, United States",-70.8578024,42.4999582,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Marcus Hook, PA, United States",-75.4185272,39.8192794,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Marietta, PA, United States",-76.5521882,40.0570411,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Marion, IL, United States",-88.9331256,37.7306054,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Marquette, MI, United States",-87.3953713,46.5436199,12,0.0648648648648649
"Bob Damron's Address Book",18500,"Marshalltown, IA, United States",-92.9080375,42.0494674,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Martha's Vineyard, MA, United States",-70.645473,41.3804981,6,0.0324324324324324
"Bob Damron's Address Book",18500,"Martinsburg, WV, United States",-77.9638869,39.4562099,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Marysville, CA, United States",-121.5913547,39.1457253,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Mason City, IA, United States",-93.2010367,43.1535728,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Mayaguez, PR, United States",NA,NA,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Mays Landing, NJ, United States",-74.7276626,39.4523385,1,0.00540540540540541
"Bob Damron's Address Book",18500,"McAllen, TX, United States",-98.2300124,26.2034071,17,0.0918918918918919
"Bob Damron's Address Book",18500,"McColl, ID, United States",-116.1171311,44.906183,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Medford, MA, United States",-71.1061639,42.4184296,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Medford, OR, United States",-122.8755949,42.3265152,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Melbourne, FL, United States",-80.6081089,28.0836269,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Memphis, TN, United States",-90.0489801,35.1495343,57,0.308108108108108
"Bob Damron's Address Book",18500,"Mendocino, CA, United States",-123.7994591,39.3076744,9,0.0486486486486486
"Bob Damron's Address Book",18500,"Meridian, MS, United States",-88.703656,32.3643098,10,0.0540540540540541
"Bob Damron's Address Book",18500,"Metairie, LA, United States",-90.1528519,29.9840922,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Miami Beach, FL, United States",-80.1300455,25.790654,55,0.297297297297297
"Bob Damron's Address Book",18500,"Miami, FL, United States",-80.1917902,25.7616798,191,1.03243243243243
"Bob Damron's Address Book",18500,"Miamisburg, OH, United States",-84.2866083,39.6428362,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Michigan City, IN, United States",-86.8950297,41.7075394,3,0.0162162162162162
"Bob Damron's Address Book",18500,"Middlebury, VT, United States",-73.16734,44.0153371,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Middletown, CT, United States",-72.6506488,41.5623209,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Middletown, NY, United States",-74.4229341,41.4459271,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Midland, TX, United States",-102.0779146,31.9973456,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Midway City, CA, United States",-117.9863236,33.7446861,4,0.0216216216216216
"Bob Damron's Address Book",18500,"Milford, CT, United States",-73.064036,41.2306979,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Milford, PA, United States",-74.8023882,41.322316,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Milldale, CT, United States",-72.8990595,41.5669981,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Milwaukee, WI, United States",-87.9064736,43.0389025,141,0.762162162162162
"Bob Damron's Address Book",18500,"Mine Hill, NJ, United States",-74.5937701,40.8778768,2,0.0108108108108108
"Bob Damron's Address Book",18500,"Mineola, NY, United States",-73.6411129,40.749214,1,0.00540540540540541
"Bob Damron's Address Book",18500,"Minneapolis, MN, United States",-93.2650108,44.977753,99,0.535135135135135
"Bob Damron's Address Book",18500,"Minot, NC, United States",NA,NA,1,0.00540540540540541
