"publication","year","pub.count","geocode.value","lon","lat","count","relative.percentage"
"Bob Damron's Address Book",1977,2736,"Bellflower, CA, United States",-118.1170117,33.8816818,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Bellingham, WA, United States",-122.4786854,48.7519112,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Bellmore, NY, United States",-73.5270709,40.6687125,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Bellows Falls, VT, United States",-72.4439772,43.133411,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Berkeley, CA, United States",-122.273042,37.8715226,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Berwyn, IL, United States",-87.7936685,41.8505874,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Bethany Beach, DE, United States",-75.0551806,38.5395564,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Big Rapids, MI, United States",-85.4836557,43.6980782,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Billings, MT, United States",-108.5006904,45.7832856,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Binghamton, NY, United States",-75.9179738,42.0986867,6,0.219298245614035
"Bob Damron's Address Book",1977,2736,"Birmingham, AL, United States",-86.8103567,33.5185892,5,0.182748538011696
"Bob Damron's Address Book",1977,2736,"Bismarck, ND, United States",-100.7877616,46.8041643,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Black River, NY, United States",-75.7943671,44.0125639,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Bloomingdale, NY, United States",-74.0870965,44.4078279,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Bloomington, IN, United States",-86.5263857,39.165325,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Blue Point, NY, United States",-73.0345539,40.7439872,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Bluefield, WV, United States",-81.2223195,37.2698395,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Boise, ID, United States",-116.2023137,43.6150186,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Boonville, CA, United States",-123.3671551,39.0089749,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Boston, MA, United States",-71.0588801,42.3600825,34,1.24269005847953
"Bob Damron's Address Book",1977,2736,"Boulder, CO, United States",-105.2705456,40.0149856,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Breckenridge, CO, United States",-106.0383518,39.4816537,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Bremerton, WA, United States",-122.6269768,47.5650067,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Brewer, ME, United States",-68.7614246,44.7967378,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Bridgehampton, NY, United States",-72.3009158,40.9378777,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Bridgeport, CT, United States",-73.1894384,41.1792258,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Bridgeport, PA, United States",-75.3451838,40.1051084,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Bronx, NY, United States",-73.8648268,40.8447819,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Brooklyn, NY, United States",-73.9441579,40.6781784,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Buffalo, NY, United States",-78.8783689,42.8864468,9,0.328947368421053
"Bob Damron's Address Book",1977,2736,"Burbank, CA, United States",-118.3089661,34.1808392,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Burlington, VT, United States",-73.212072,44.4758825,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Butler, PA, United States",-79.8953328,40.8611755,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Butte, MT, United States",-112.5347776,46.0038232,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Caldwell, ID, United States",-116.6873596,43.6629384,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Calumet City, IL, United States",-87.5294871,41.6155909,5,0.182748538011696
"Bob Damron's Address Book",1977,2736,"Cambridge, MA, United States",-71.1097335,42.3736158,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Camden, NJ, United States",NA,NA,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Canton, OH, United States",-81.378447,40.7989473,5,0.182748538011696
"Bob Damron's Address Book",1977,2736,"Carbondale, IL, United States",-89.2167501,37.7272727,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Casper, WY, United States",-106.2980824,42.848709,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Cathedral City, CA, United States",-116.4668036,33.7805388,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Cedar Rapids, IA, United States",-91.6656232,41.9778795,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Center Moriches, NY, United States",-72.7898233,40.8003767,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Central Falls, RI, United States",-71.3922785,41.8906553,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Champaign, IL, United States",-88.2433829,40.1164204,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Chapel Hill, NC, United States",-79.0558445,35.9131996,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Charleston, SC, United States",-79.9319664,32.7833163,5,0.182748538011696
"Bob Damron's Address Book",1977,2736,"Charlestown, WV, United States",NA,NA,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Charlotte Amalie, St. Thomas, VI, United States",-64.93106,18.3418571,12,0.43859649122807
"Bob Damron's Address Book",1977,2736,"Charlotte, NC, United States",-80.8431267,35.2270869,12,0.43859649122807
"Bob Damron's Address Book",1977,2736,"Chattanooga, TN, United States",-85.3093995,35.0457984,7,0.255847953216374
"Bob Damron's Address Book",1977,2736,"Chester, OH, United States",-81.9226372,39.0875777,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Chester, PA, United States",-75.3557457,39.849557,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Cheyenne, WY, United States",-104.8202462,41.1399814,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Chicago, IL, United States",-87.6297982,41.8781136,86,3.14327485380117
"Bob Damron's Address Book",1977,2736,"Chico, CA, United States",-121.8374777,39.7284944,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Chittenango, NY, United States",-75.86658,43.0450671,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Christiansted, St. Croix, VI, United States",-64.7059208,17.7445481,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Cincinnati, OH, United States",-84.5120196,39.1031182,10,0.365497076023392
"Bob Damron's Address Book",1977,2736,"Clarksburg, WV, United States",-80.3445341,39.2806451,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Clearwater, FL, United States",-82.7958948,27.9655722,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Cleveland, OH, United States",-81.6943605,41.49932,17,0.621345029239766
"Bob Damron's Address Book",1977,2736,"Cocoa Beach, FL, United States",-80.6075513,28.3200067,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Colorado Springs, CO, United States",-104.8213634,38.8338816,7,0.255847953216374
"Bob Damron's Address Book",1977,2736,"Columbia, SC, United States",-81.0348144,34.0007104,5,0.182748538011696
"Bob Damron's Address Book",1977,2736,"Columbus, GA, United States",-84.9877094,32.4609764,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Columbus, OH, United States",-82.9987942,39.9611755,10,0.365497076023392
"Bob Damron's Address Book",1977,2736,"Condado, PR, United States",NA,NA,10,0.365497076023392
"Bob Damron's Address Book",1977,2736,"Congers, NY, United States",-73.9454159,41.150651,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Copiague, NY, United States",-73.3998445,40.6814892,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Corpus Christi, TX, United States",-97.396381,27.8005828,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Corte Madera, CA, United States",-122.5274755,37.9254806,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Coshocton, OH, United States",-81.8595756,40.2720151,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Costa Mesa, CA, United States",-117.9047429,33.6638439,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Covington, KY, United States",-84.5085536,39.0836712,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Cresson, PA, United States",-78.5916837,40.4597938,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Crestwood, IL, United States",-87.7525511,41.6611444,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Cumberland, MD, United States",-78.7625185,39.6528654,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Cupertino, CA, United States",-122.0321823,37.3229978,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Dallas, TX, United States",-96.7969879,32.7766642,25,0.91374269005848
"Bob Damron's Address Book",1977,2736,"Danville, VA, United States",-79.3950228,36.5859718,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Dayton, OH, United States",-84.1916069,39.7589478,6,0.219298245614035
"Bob Damron's Address Book",1977,2736,"Daytona Beach, FL, United States",-81.0228331,29.2108147,10,0.365497076023392
"Bob Damron's Address Book",1977,2736,"Decatur, AL, United States",-86.9833417,34.6059253,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Deer Park, NY, United States",NA,NA,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Denver, CO, United States",-104.990251,39.7392358,33,1.20614035087719
"Bob Damron's Address Book",1977,2736,"Des Moines, IA, United States",-93.6249522,41.5868417,5,0.182748538011696
"Bob Damron's Address Book",1977,2736,"Detroit, MI, United States",-83.0457538,42.331427,33,1.20614035087719
"Bob Damron's Address Book",1977,2736,"Dickenson, ND, United States",-102.7896242,46.8791756,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Dillon, SC, United States",-79.3711579,34.4165505,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Dixmore, IL, United States",-87.6609098,41.6298973,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Dodson, LA, United States",-92.660428,32.0804373,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Donna, TX, United States",-98.05195,26.1703525,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Dothan, AL, United States",-85.3904888,31.2232313,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Dover, NJ, United States",NA,NA,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Duarte, CA, United States",-117.9772873,34.1394513,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Duluth, MN, United States",-92.1004852,46.7866719,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Duncansville, PA, United States",-78.433903,40.4234058,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Durham, NC, United States",-78.898619,35.9940329,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"East Hampton, NY, United States",NA,NA,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"East Middlebury, VT, United States",-73.1033356,43.9726787,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"East Orange, NJ, United States",-74.2048677,40.767323,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"East Patterson, NJ, United States",NA,NA,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"East St Louis, IL, United States",-90.1506465,38.624514,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Easton, PA, United States",-75.2207323,40.688432,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Eastport, MD, United States",-76.4813371,38.9703471,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Echo Park, CA, United States",-118.2604694,34.0780857,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"El Centro, CA, United States",-115.5630514,32.792,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"El Monte, CA, United States",-118.0275667,34.0686206,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"El Paso, TX, United States",-106.4850217,31.7618778,10,0.365497076023392
"Bob Damron's Address Book",1977,2736,"Elizabeth, NJ, United States",-74.2107006,40.6639916,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Elizabeth, PA, United States",-79.8897706,40.2692367,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Elmira, NY, United States",-76.8077338,42.0897965,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Erie, PA, United States",-80.085059,42.1292241,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Eugene, OR, United States",-123.0867536,44.0520691,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Eureka Springs, AR, United States",-93.7392889,36.4006499,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Eureka, CA, United States",-124.1636729,40.8020712,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Evansville, IN, United States",-87.5710898,37.9715592,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Everett, WA, United States",-122.2020794,47.9789848,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Fairbanks, AK, United States",-147.7199756,64.8400511,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Fairfax, CA, United States",-122.5888686,37.9871454,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Fargo, ND, United States",-96.7898034,46.8771863,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Fayetteville, NC, United States",-78.8783774,35.0523673,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Fire Island, NY, United States",-73.1459474,40.6475997,7,0.255847953216374
"Bob Damron's Address Book",1977,2736,"Flint, MI, United States",-83.6874562,43.0125274,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Floral Park, NY, United States",-73.7048532,40.7237133,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Florence, AL, United States",-87.677251,34.79981,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Florence, SC, United States",-79.7625625,34.1954331,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Flushing, NY, United States",-73.8306716,40.7647238,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Fontana, CA, United States",-117.435048,34.0922335,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Forest Park, IL, United States",-87.81367,41.8794758,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Fort Lauderdale, FL, United States",-80.1373174,26.1224386,28,1.0233918128655
"Bob Damron's Address Book",1977,2736,"Fort Myers, FL, United States",-81.8723084,26.640628,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Fort Wayne, IN, United States",-85.1393513,41.079273,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Fort Worth, TX, United States",-97.3307658,32.7554883,9,0.328947368421053
"Bob Damron's Address Book",1977,2736,"Frederiksted, St. Croix, VI, United States",-64.8818053,17.7122979,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Fremont, OH, United States",-83.1218634,41.3503303,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Fresno, CA, United States",-119.7871247,36.7377981,5,0.182748538011696
"Bob Damron's Address Book",1977,2736,"Ft. Lee, NJ, United States",-73.9701381,40.8509333,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Ft. Smith, AR, United States",-94.4209646,35.3843722,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Ft. Walton Beach, FL, United States",-86.6170308,30.4200708,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Gainesville, FL, United States",-82.324998,29.6519563,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Galveston, TX, United States",-94.7976958,29.3013479,10,0.365497076023392
"Bob Damron's Address Book",1977,2736,"Garden Grove, CA, United States",-117.9379952,33.7742692,8,0.292397660818713
"Bob Damron's Address Book",1977,2736,"Gardena, CA, United States",-118.3089624,33.8883487,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Gatlinburg, TN, United States",-83.5101638,35.714259,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Geneva on the Lake, OH, United States",-80.9539831,41.8594971,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Ghent, NY, United States",-73.6300729,42.320699,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Glendale, AZ, United States",-112.1859866,33.5386523,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Grand Forks, ND, United States",-97.0328547,47.9252568,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Grand Haven, MI, United States",-86.2283864,43.0630734,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Grand Junction, CO, United States",-108.5506486,39.0638705,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Grand Rapids, MI, United States",-85.6680863,42.9633599,5,0.182748538011696
"Bob Damron's Address Book",1977,2736,"Great Falls, MT, United States",-111.3007715,47.5052849,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Green Bay, WI, United States",-88.0132958,44.5133188,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Greensboro, NC, United States",-79.7919754,36.0726354,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Greensburg, PA, United States",-79.5389289,40.3014581,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Greenville, NC, United States",-77.3663538,35.612661,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Greenville, SC, United States",-82.3940104,34.8526176,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Greenwich, CT, United States",-73.6281964,41.0262417,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Hackensack, NJ, United States",-74.0434736,40.8859325,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Hagerstown, MD, United States",-77.7199932,39.6417629,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Hallandale, FL, United States",-80.148379,25.9812024,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Hammond, IN, United States",-87.5000412,41.5833688,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Hanover, NH, United States",-72.2895526,43.7022451,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Harpers Ferry, WV, United States",-77.7388818,39.3253786,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Harrisburg, PA, United States",-76.8867008,40.2731911,6,0.219298245614035
"Bob Damron's Address Book",1977,2736,"Hartford, CT, United States",-72.6733723,41.7658043,7,0.255847953216374
"Bob Damron's Address Book",1977,2736,"Hato Ray, PR, United States",NA,NA,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Hawthorne, CA, United States",-118.3525748,33.9164032,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Hayward, CA, United States",-122.0809964,37.6687665,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Helena, MT, United States",-112.0391057,46.5891452,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Hialeah, FL, United States",-80.2781057,25.8575963,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Hilo, HI, United States",-155.084887,19.7216023,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Holland, MI, United States",-86.1089301,42.7875235,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Hollywood, FL, United States",-80.1494901,26.0112014,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Honolulu, HI, United States",-157.8581401,21.3098845,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Hot Springs, AR, United States",-93.0546003,34.5077615,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Houston, TX, United States",-95.3698028,29.7604267,51,1.8640350877193
"Bob Damron's Address Book",1977,2736,"Huntington Park, CA, United States",-118.2250725,33.9816812,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Huntington, WV, United States",-82.445154,38.4192496,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Huntsville, AL, United States",-86.5861037,34.7303688,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Idaho Falls, ID, United States",-112.0407506,43.4926602,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Indianapolis, IN, United States",-86.158018,39.76909,13,0.475146198830409
"Bob Damron's Address Book",1977,2736,"Inglewood, CA, United States",-118.3531311,33.9616801,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Iowa City, IA, United States",-91.5346169,41.6578257,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Ithaca, NY, United States",-76.5018807,42.4439614,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Jackson, MI, United States",-84.4013462,42.245869,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Jackson, TN, United States",-88.8139469,35.6145169,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Jackson, WY, United States",-110.7624282,43.4799291,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Jacksonville, FL, United States",-81.655651,30.3321838,11,0.402046783625731
"Bob Damron's Address Book",1977,2736,"Jamestown, NY, United States",-79.2353259,42.0970023,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Janesville, WI, United States",-89.0187222,42.6827885,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Jefferson City, MO, United States",NA,NA,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Jersey City, NJ, United States",-74.0431435,40.7177545,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Johnson City, NY, United States",-75.9588092,42.1156308,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Johnson City, TN, United States",-82.3534727,36.3134397,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Johnstown, PA, United States",-78.9219698,40.3267407,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Juneau, AK, United States",-134.4201306,58.3004933,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Kalakapei Beach, Kauai, HI, United States",-159.3501759,21.9605229,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Kalamazoo, MI, United States",-85.5872286,42.2917069,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Kansas City, KS, United States",-94.6267873,39.1155314,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Kansas City, MO, United States",-94.5785667,39.0997265,15,0.548245614035088
"Bob Damron's Address Book",1977,2736,"Kapaa-Wailua, Kauai, HI, United States",NA,NA,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Kenosha, WI, United States",-87.8211854,42.5847425,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Kew Gardens, NY, United States",-73.8272029,40.705695,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Key West, FL, United States",-81.7799871,24.5550593,11,0.402046783625731
"Bob Damron's Address Book",1977,2736,"Killeen, TX, United States",-97.7277959,31.1171194,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Kingston, NJ, United States",-74.6134903,40.3753844,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Knoxville, TN, United States",-83.9207392,35.9606384,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Kokomo, IN, United States",-86.1336033,40.486427,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Kona, HI, United States",NA,NA,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"La Crosse, WI, United States",-91.2519017,43.8137751,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Lafayette, IN, United States",-86.8752869,40.4167022,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Lafayette, LA, United States",-92.0198427,30.2240897,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Laguna Beach, CA, United States",-117.7853568,33.5427189,9,0.328947368421053
"Bob Damron's Address Book",1977,2736,"Lake Alfred, FL, United States",-81.7234114,28.091963,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Lake Charles, LA, United States",-93.2173758,30.2265949,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Lake George, NY, United States",-73.7123408,43.4261809,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Lake Placid, NY, United States",-73.9798713,44.2794911,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Lake Ronkonkoma, NY, United States",-73.1053707,40.8320984,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Lake Tahoe, NV, United States",-120.0323507,39.0968493,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Lake Worth, FL, United States",-80.0684479,26.6167555,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Lakeshore, OH, United States",-81.5267873,41.5931049,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Lakewood, OH, United States",-81.7981908,41.4819932,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Lambertville, NJ, United States",-74.9429448,40.3659394,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Lancaster, OH, United States",-82.5993294,39.7136754,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Lancaster, PA, United States",-76.3055144,40.0378755,5,0.182748538011696
"Bob Damron's Address Book",1977,2736,"Lansing, MI, United States",-84.5555347,42.732535,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Laredo, TX, United States",-99.5075519,27.5035613,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Las Vegas, NV, United States",-115.1391009,36.171563,10,0.365497076023392
"Bob Damron's Address Book",1977,2736,"Lebanon, NH, United States",-72.2517569,43.6422934,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Leonard, ND, United States",-97.2456467,46.6519149,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Lewiston, ID, United States",-117.0011889,46.4004089,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Lexington, KY, United States",-84.5037164,38.0405837,4,0.146198830409357
"Bob Damron's Address Book",1977,2736,"Lima, OH, United States",-84.1052256,40.742551,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Lincoln, NE, United States",-96.7025764,40.8136634,6,0.219298245614035
"Bob Damron's Address Book",1977,2736,"Lindenhurst, NY, United States",-73.3734547,40.6867667,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Little Rock, AR, United States",-92.2880157,34.7444618,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Long Beach, CA, United States",-118.1937395,33.7700504,28,1.0233918128655
"Bob Damron's Address Book",1977,2736,"Los Angeles, CA, United States",-118.242643,34.0549076,170,6.21345029239766
"Bob Damron's Address Book",1977,2736,"Louisville, KY, United States",-85.7584557,38.2526647,7,0.255847953216374
"Bob Damron's Address Book",1977,2736,"Lowell, MA, United States",-71.3161718,42.6334247,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Lubbock, TX, United States",-101.8552934,33.5778239,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Lynn, MA, United States",-70.9494938,42.466763,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Macon, GA, United States",-83.6324022,32.8406946,2,0.0730994152046784
"Bob Damron's Address Book",1977,2736,"Madison, WI, United States",-89.4007501,43.0721661,5,0.182748538011696
"Bob Damron's Address Book",1977,2736,"Manchester, NH, United States",-71.4547891,42.9956397,5,0.182748538011696
"Bob Damron's Address Book",1977,2736,"Manhattan Beach, CA, United States",-118.4109089,33.8847361,1,0.0365497076023392
"Bob Damron's Address Book",1977,2736,"Mansfield, OH, United States",-82.5154471,40.75839,3,0.109649122807018
"Bob Damron's Address Book",1977,2736,"Marion, IL, United States",-88.9331256,37.7306054,1,0.0365497076023392
