"geocode.value","lat","lon","damron_percent","gaia_percent","damron_ratio","gaia_ratio","ratio","log_ratio"
"Athens, GA, United States",33.9519347,-83.357567,0.064638783269962,0.0519827714243279,1.24346550787616,0.80420405203519,1.24346550787616,0.217902245940274
"Athens, OH, United States",39.3292396,-82.1012554,0.0114068441064639,0.00742611020347542,1.53604562737643,0.651022327838011,1.53604562737643,0.429211339607482
"Atlanta, GA, United States",33.748752,-84.3876845,1.25855513307985,1.04708153869003,1.20196478170591,0.831971131950083,1.20196478170591,0.18395753593827
"Atlantic City, NJ, United States",39.3642834,-74.4229266,0.551330798479087,0.311896628545968,1.76767155531414,0.565715953845446,1.76767155531414,0.569663175076574
"Auburn, AL, United States",32.6098566,-85.4807825,0.0570342205323194,0.0222783306104263,2.56007604562737,0.390613396702808,2.56007604562737,0.940036963373469
"Auburn, CA, United States",38.8965654,-121.0768901,0.0304182509505703,NA,NA,NA,NA,NA
"Augusta, GA, United States",33.4734978,-82.0105148,0.0494296577946768,0.103965542848656,0.475442694187941,2.10330290532281,0.475442694187941,-0.743508921214353
"Augusta, ME, United States",44.3106241,-69.7794897,0.026615969581749,0.0371305510173771,0.716821292775664,1.39504784536717,0.716821292775664,-0.332928712439419
"Aurora, IL, United States",41.7605849,-88.3200715,0.0304182509505703,0.0222783306104263,1.36537389100126,0.732400118817766,1.36537389100126,0.311428303951093
"Austin, TX, United States",30.267153,-97.7430608,0.334600760456274,0.594088816278034,0.563216730038023,1.77551543955821,0.563216730038023,-0.574090769256305
"Avenel, NJ, United States",40.5803818,-74.2851469,0.00760456273764259,NA,NA,NA,NA,NA
"Avon, MA, United States",42.1306554,-71.0411582,0.0114068441064639,NA,NA,NA,NA,NA
"Azusa, CA, United States",34.1336186,-117.9075627,0.00380228136882129,NA,NA,NA,NA,NA
"Babylon, NY, United States",40.6958436,-73.325737,0.0228136882129278,0.0445566612208525,0.512015209125476,1.95306698351403,0.512015209125476,-0.669400949060628
"Bakersfield, CA, United States",35.3732921,-119.0187125,0.102661596958175,0.126243873459082,0.813200626258109,1.2297088414718,0.813200626258109,-0.206777427112515
"Balboa, CA, United States",33.607795,-117.924131,0.0114068441064639,NA,NA,NA,NA,NA
"Baldwin, NY, United States",40.6686336,-73.6119129,0.00380228136882129,NA,NA,NA,NA,NA
"Baltimore, MD, United States",39.2903848,-76.6121893,1,1.09906431011436,0.909864864864867,1.09906431011436,0.909864864864867,-0.0944591906469783
"Bangor, ME, United States",44.8016128,-68.7712257,0.0342205323193916,0.0519827714243279,0.658305268875611,1.51905209828869,0.658305268875611,-0.418086520779724
"Barberton, OH, United States",41.012833,-81.6051221,0.00380228136882129,0.0148522204069508,0.256007604562738,3.90613396702806,0.256007604562738,-1.36254812962057
"Barboursville, WV, United States",38.4095298,-82.2945923,0.00380228136882129,NA,NA,NA,NA,NA
"Barnegat Light, NJ, United States",39.7576202,-74.1062466,0.0190114068441065,NA,NA,NA,NA,NA
"Barre, VT, United States",44.1966858,-72.5013944,0.00760456273764259,NA,NA,NA,NA,NA
"Baton Rouge, LA, United States",30.4514677,-91.1871466,0.140684410646388,0.163374424476459,0.861116488074665,1.16128307127861,0.861116488074665,-0.149525489774719
"Battle Creek, MI, United States",42.3211522,-85.1797142,0.0304182509505703,0.0371305510173771,0.819224334600759,1.22066686469627,0.819224334600759,-0.199397319814895
"Bay City, MI, United States",43.5944677,-83.8888647,0.0152091254752852,NA,NA,NA,NA,NA
"Bay Ridge, NY, United States",40.6263732,-74.0298767,0.00380228136882129,NA,NA,NA,NA,NA
"Bay Shore, NY, United States",40.7250986,-73.2453946,0.026615969581749,NA,NA,NA,NA,NA
"Bayville, NY, United States",40.9106541,-73.5620689,0.0152091254752852,0.0148522204069508,1.02403041825096,0.976533491757013,1.02403041825096,0.0237462314993201
"Beaumont, TX, United States",30.080174,-94.1265562,0.0532319391634981,0.0519827714243279,1.02403041825095,0.976533491757017,1.02403041825095,0.0237462314993164
"Beaver Dam, WI, United States",43.4577692,-88.837329,0.0114068441064639,NA,NA,NA,NA,NA
"Beckley, WV, United States",37.7781702,-81.1881557,0.00760456273764259,NA,NA,NA,NA,NA
"Belleville, IL, United States",38.5200504,-89.9839935,0.0114068441064639,0.00742611020347542,1.53604562737643,0.651022327838011,1.53604562737643,0.429211339607482
"Belleville, NJ, United States",40.7936744,-74.1500469,0.00760456273764259,0.0222783306104263,0.341343472750316,2.92960047527106,0.341343472750316,-1.0748660571688
"Bellevue, NE, United States",41.1567003,-95.9262498,0.0380228136882129,NA,NA,NA,NA,NA
"Bellflower, CA, United States",33.8816818,-118.1170117,0.00380228136882129,NA,NA,NA,NA,NA
"Bellingham, WA, United States",48.7519112,-122.4786854,0.0874524714828897,0.126243873459082,0.692726459405055,1.44357124868429,0.692726459405055,-0.367120077187695
"Bellmawr, NJ, United States",39.8676134,-75.0946182,0.00380228136882129,NA,NA,NA,NA,NA
"Bellmore, NY, United States",40.6687125,-73.5270709,0.0456273764258555,0.0297044408139017,1.53604562737642,0.651022327838013,1.53604562737642,0.429211339607479
"Bellows Falls, VT, United States",43.133411,-72.4439772,0.0190114068441065,0.0297044408139017,0.640019011406845,1.56245358681123,0.640019011406845,-0.446257397746419
"Bellport, NY, United States",40.7570429,-72.9392727,0.00380228136882129,NA,NA,NA,NA,NA
"Beltsville, MD, United States",39.0348317,-76.9074739,0.00380228136882129,NA,NA,NA,NA,NA
"Belvidere, NJ, United States",40.82982,-75.0776747,0.00380228136882129,NA,NA,NA,NA,NA
"Bemidji, MN, United States",47.471573,-94.8826861,0.00760456273764259,NA,NA,NA,NA,NA
"Berkeley Springs, WV, United States",39.6269902,-78.2271957,0.0114068441064639,0.00742611020347542,1.53604562737643,0.651022327838011,1.53604562737643,0.429211339607482
"Berkeley, CA, United States",37.8715226,-122.273042,0.0684410646387833,0.504975493836329,0.135533437709685,7.3782530488308,0.135533437709685,-1.99853689634057
"Berlin, NJ, United States",39.7912261,-74.9290536,0.00380228136882129,NA,NA,NA,NA,NA
"Berlin, VT, United States",44.2152614,-72.5861615,0.0114068441064639,NA,NA,NA,NA,NA
"Berwick, PA, United States",41.0545292,-76.2332676,0.00760456273764259,NA,NA,NA,NA,NA
"Berwin, IL, United States",41.8506537,-87.7883851,0.00380228136882129,NA,NA,NA,NA,NA
"Berwyn, IL, United States",41.8505874,-87.7936685,0.00760456273764259,NA,NA,NA,NA,NA
"Bethany Beach, DE, United States",38.5395564,-75.0551806,0.0342205323193916,0.0519827714243279,0.658305268875611,1.51905209828869,0.658305268875611,-0.418086520779724
"Bethlehem, NH, United States",44.2803843,-71.6875364,0.00760456273764259,0.0222783306104263,0.341343472750316,2.92960047527106,0.341343472750316,-1.0748660571688
"Bethlehem, PA, United States",40.6259316,-75.3704579,0.0190114068441065,NA,NA,NA,NA,NA
"Bettendorf, IA, United States",41.5262641,-90.5072573,0.00760456273764259,NA,NA,NA,NA,NA
"Beverly Hills, CA, United States",34.0736204,-118.4003563,0.00380228136882129,0.00742611020347542,0.512015209125475,1.95306698351404,0.512015209125475,-0.66940094906063
"Beverly Shores, IN, United States",41.6925381,-86.9775319,0.0114068441064639,NA,NA,NA,NA,NA
"Biddeford, ME, United States",43.4925843,-70.4533844,0.00760456273764259,NA,NA,NA,NA,NA
"Big Bear Lake, CA, United States",34.2438963,-116.9114215,0.0152091254752852,NA,NA,NA,NA,NA
"Big Bear, CA, United States",34.2438963,-116.9114215,0.00760456273764259,NA,NA,NA,NA,NA
"Big Rapids, MI, United States",43.6980782,-85.4836557,0.0304182509505703,NA,NA,NA,NA,NA
"Billings, MT, United States",45.7832856,-108.5006904,0.0418250950570342,0.0965394326451805,0.433243638490786,2.30817007142568,0.433243638490786,-0.836455033723797
"Biloxi, MS, United States",30.3960318,-88.8853078,0.0494296577946768,0.0371305510173771,1.33123954372624,0.75117960904386,1.33123954372624,0.286110495966807
"Binghamton, NY, United States",42.0986867,-75.9179738,0.133079847908745,0.222783306104263,0.597351077313052,1.67405741444061,0.597351077313052,-0.515250269233375
"Birmingham, AL, United States",33.5185892,-86.8103567,0.326996197718631,0.393583840784197,0.830817131788507,1.20363430379353,0.830817131788507,-0.185345566359244
"Birmingham, MI, United States",42.5467012,-83.2113192,0.00380228136882129,NA,NA,NA,NA,NA
"Bisbee, AZ, United States",31.4481547,-109.9284084,0.0228136882129278,NA,NA,NA,NA,NA
"Bismarck, NC, United States",46.8041643,-100.7877616,0.00380228136882129,NA,NA,NA,NA,NA
"Bismarck, ND, United States",46.8041643,-100.7877616,0.0380228136882129,0.0148522204069508,2.56007604562738,0.390613396702806,2.56007604562738,0.940036963373472
"Black River, NY, United States",44.0125639,-75.7943671,0.00760456273764259,NA,NA,NA,NA,NA
"Blacksburg, VA, United States",37.2295733,-80.4139393,0.00380228136882129,NA,NA,NA,NA,NA
"Blaine, WA, United States",48.993723,-122.7471191,0.0304182509505703,NA,NA,NA,NA,NA
"Blairsville, PA, United States",40.4311796,-79.260869,0.00760456273764259,NA,NA,NA,NA,NA
"Bloomingdale, NY, United States",44.4078279,-74.0870965,0.00380228136882129,NA,NA,NA,NA,NA
"Bloomington, IL, United States",40.4842027,-88.9936873,0.0228136882129278,0.0668349918312788,0.341343472750317,2.92960047527105,0.341343472750317,-1.07486605716879
"Bloomington, IN, United States",39.165325,-86.5263857,0.0874524714828897,0.185652755086885,0.471053992395438,2.12289889512395,0.471053992395438,-0.752782557999679
"Blue Island, IL, United States",41.6572562,-87.6800486,0.00760456273764259,NA,NA,NA,NA,NA
"Blue Point, NY, United States",40.7439872,-73.0345539,0.00380228136882129,NA,NA,NA,NA,NA
"Bluefield, WV, United States",37.2698395,-81.2223195,0.0228136882129278,NA,NA,NA,NA,NA
"Boca Raton, FL, United States",26.3683064,-80.1289321,0.0152091254752852,0.0445566612208525,0.341343472750318,2.92960047527105,0.341343472750318,-1.07486605716879
"Boerum Hill, NY, United States",40.6848689,-73.9844722,0.00380228136882129,NA,NA,NA,NA,NA
"Bohemia, NY, United States",40.7692649,-73.1151117,0.00380228136882129,NA,NA,NA,NA,NA
"Boise, ID, United States",43.6150186,-116.2023137,0.0836501901140684,0.148522204069508,0.563216730038024,1.77551543955821,0.563216730038024,-0.574090769256303
"Boonville, CA, United States",39.0089749,-123.3671551,0.00760456273764259,0.00742611020347542,1.02403041825095,0.976533491757017,1.02403041825095,0.023746231499316
"Bordentown, NJ, United States",40.1462213,-74.7118264,0.00760456273764259,NA,NA,NA,NA,NA
"Bossier City, LA, United States",32.5159852,-93.7321228,0.00380228136882129,0.0148522204069508,0.256007604562738,3.90613396702806,0.256007604562738,-1.36254812962057
"Boston, MA, United States",42.3600825,-71.0588801,1.22433460076046,1.20302985296302,1.01770924282965,0.982598917171656,1.01770924282965,0.017554261251396
"Boulder, CO, United States",40.0149856,-105.2705456,0.0532319391634981,0.170800534679935,0.311661431641593,3.20861004434449,0.311661431641593,-1.16583783537452
"Boulder, MT, United States",46.2365947,-112.1208336,0.00760456273764259,NA,NA,NA,NA,NA
"Bozeman, MT, United States",45.6793119,-111.037259,0.0228136882129278,0.0371305510173771,0.614418250950571,1.62755581959503,0.614418250950571,-0.487079392266673
"Bradenton, FL, United States",27.4989278,-82.5748194,0.00760456273764259,0.00742611020347542,1.02403041825095,0.976533491757017,1.02403041825095,0.023746231499316
"Brattleboro, VT, United States",42.8509152,-72.5578678,0.0190114068441065,0.089113322441705,0.213339670468949,4.68736076043367,0.213339670468949,-1.54486968641453
"Brattlesboro, VT, United States",42.8509152,-72.5578678,0.00380228136882129,NA,NA,NA,NA,NA
"Breckenridge, CO, United States",39.4816537,-106.0383518,0.0342205323193916,0.0148522204069508,2.30406844106464,0.43401488522534,2.30406844106464,0.834676447715646
"Bremerton, WA, United States",47.5650067,-122.6269768,0.026615969581749,NA,NA,NA,NA,NA
"Brewer, ME, United States",44.7967378,-68.7614246,0.00380228136882129,NA,NA,NA,NA,NA
"Brick Town, NJ, United States",40.0578384,-74.1371832,0.00380228136882129,NA,NA,NA,NA,NA
"Bridgehampton, NY, United States",40.9378777,-72.3009158,0.0114068441064639,0.00742611020347542,1.53604562737643,0.651022327838011,1.53604562737643,0.429211339607482
"Bridgeport, CT, United States",41.1792258,-73.1894384,0.0684410646387833,0.089113322441705,0.768022813688214,1.30204465567602,0.768022813688214,-0.263935840952465
"Bridgeport, PA, United States",40.1051084,-75.3451838,0.0304182509505703,0.0222783306104263,1.36537389100126,0.732400118817766,1.36537389100126,0.311428303951093
"Brinnon, WA, United States",47.679259,-122.8982142,0.00380228136882129,NA,NA,NA,NA,NA
"Bristol, CT, United States",41.6717648,-72.9492703,0.0114068441064639,NA,NA,NA,NA,NA
"Bristol, PA, United States",40.1006661,-74.8518311,0.00760456273764259,NA,NA,NA,NA,NA
"Brockton, MA, United States",42.0834335,-71.0183787,0.00760456273764259,0.00742611020347542,1.02403041825095,0.976533491757017,1.02403041825095,0.023746231499316
"Bronx, NY, United States",40.8447819,-73.8648268,0.0380228136882129,0.0371305510173771,1.02403041825095,0.976533491757018,1.02403041825095,0.0237462314993149
"Brookfield, CT, United States",41.4825947,-73.4095652,0.00380228136882129,NA,NA,NA,NA,NA
"Brookings, SD, United States",44.3113573,-96.7983877,0.0342205323193916,NA,NA,NA,NA,NA
"Brooklyn, MI, United States",42.105874,-84.2482819,0.00380228136882129,NA,NA,NA,NA,NA
"Brooklyn, NY, United States",40.6781784,-73.9441579,0.174904942965779,0.170800534679935,1.02403041825095,0.976533491757022,1.02403041825095,0.0237462314993108
"Brownsville, TX, United States",25.9017472,-97.4974838,0.026615969581749,NA,NA,NA,NA,NA
"Brunswick, ME, United States",43.9140162,-69.9669961,0.00760456273764259,0.0297044408139017,0.256007604562738,3.90613396702807,0.256007604562738,-1.36254812962058
"Bryan, TX, United States",30.6743643,-96.3699632,0.0114068441064639,NA,NA,NA,NA,NA
"Bryte, CA, United States",38.5946272,-121.5416232,0.00760456273764259,NA,NA,NA,NA,NA
"Buffalo, NY, United States",42.8864468,-78.8783689,0.448669201520912,0.452992722412001,0.990455650439442,1.00963632198607,0.990455650439442,-0.00959018876827839
"Burbank, CA, United States",34.1808392,-118.3089661,0.0342205323193916,NA,NA,NA,NA,NA
"Burlington, IA, United States",40.8076529,-91.1128901,0.00380228136882129,NA,NA,NA,NA,NA
"Burlington, VT, United States",44.4758825,-73.212072,0.0722433460076046,0.252487746918164,0.286126146276001,3.49496197049879,0.286126146276001,-1.25132249451035
"Butler, PA, United States",40.8611755,-79.8953328,0.00380228136882129,NA,NA,NA,NA,NA
"Butte, MT, United States",46.0038232,-112.5347776,0.0380228136882129,NA,NA,NA,NA,NA
"Caldwell, ID, United States",43.6629384,-116.6873596,0.0152091254752852,NA,NA,NA,NA,NA
"Caliente, CA, United States",35.2912425,-118.6286669,0.00760456273764259,NA,NA,NA,NA,NA
"Calumet City, IL, United States",41.6155909,-87.5294871,0.144486692015209,0.155948314272984,0.926503711750858,1.07932649088934,0.926503711750858,-0.076337227057669
"Cambridge, MA, United States",42.3736158,-71.1097335,0.0950570342205323,0.71290657953364,0.133337294043093,7.4997772166939,0.133337294043093,-2.01487331566027
"Camden, NJ, United States",39.9259463,-75.1196199,0.0380228136882129,0.0519827714243279,0.731450298750679,1.36714688845982,0.731450298750679,-0.312726005121897
"Campbell, CA, United States",37.2871651,-121.9499568,0.00760456273764259,0.00742611020347542,1.02403041825095,0.976533491757017,1.02403041825095,0.023746231499316
"Canton, OH, United States",40.7989473,-81.378447,0.0988593155893536,0.0668349918312788,1.47915504858471,0.676061648139474,1.47915504858471,0.391471011624632
"Cape Canaveral, FL, United States",28.3922182,-80.6077132,0.00760456273764259,0.00742611020347542,1.02403041825095,0.976533491757017,1.02403041825095,0.023746231499316
"Cape Coral, FL, United States",26.5628537,-81.9495331,0.00760456273764259,0.0148522204069508,0.512015209125477,1.95306698351403,0.512015209125477,-0.669400949060627
"Cape Girardeau, MO, United States",37.3058839,-89.5181476,0.00380228136882129,NA,NA,NA,NA,NA
"Cape May, NJ, United States",38.9351125,-74.9060053,0.00380228136882129,NA,NA,NA,NA,NA
"Carbondale, IL, United States",37.7272727,-89.2167501,0.0418250950570342,0.0519827714243279,0.804595328625747,1.24286080769075,0.804595328625747,-0.217415825317572
"Carmel, CA, United States",36.5552386,-121.9232879,0.0152091254752852,NA,NA,NA,NA,NA
"Carson City, NV, United States",39.1637984,-119.7674034,0.00380228136882129,NA,NA,NA,NA,NA
"Carversville, PA, United States",40.3867904,-75.0625552,0.00380228136882129,NA,NA,NA,NA,NA
"Casper, WY, United States",42.848709,-106.2980824,0.0380228136882129,0.0222783306104263,1.70671736375158,0.585920095054212,1.70671736375158,0.534571855265304
"Cathedral City, CA, United States",33.7805388,-116.4668036,0.114068441064639,0.0445566612208525,2.56007604562738,0.390613396702806,2.56007604562738,0.940036963373473
"Cazadero, CA, United States",38.5332335,-123.0852853,0.00380228136882129,NA,NA,NA,NA,NA
"Cedar Rapids, IA, United States",41.9778795,-91.6656232,0.110266159695817,0.0816872122382296,1.34985827860352,0.740818510988085,1.34985827860352,0.29999960812747
"Center Moriches, NY, United States",40.8003767,-72.7898233,0.00380228136882129,NA,NA,NA,NA,NA
"Central Falls, RI, United States",41.8906553,-71.3922785,0.0228136882129278,0.0297044408139017,0.768022813688214,1.30204465567602,0.768022813688214,-0.263935840952464
"Centre Harbor, NH, United States",43.708853,-71.4615581,0.00380228136882129,NA,NA,NA,NA,NA
"Champaign, IL, United States",40.1164204,-88.2433829,0.11787072243346,0.170800534679935,0.690107455777813,1.4490496974459,0.690107455777813,-0.370907960504636
"Chapel Hill, NC, United States",35.9131996,-79.0558445,0.0456273764258555,0.111391653052131,0.409612167300381,2.44133372939254,0.409612167300381,-0.892544500374837
"Charleston, SC, United States",32.7833163,-79.9319664,0.159695817490494,0.0371305510173771,4.30092775665398,0.232507974227862,4.30092775665398,1.45883075678864
"Charleston, WV, United States",38.3498195,-81.6326234,0.125475285171103,0.0668349918312788,1.87738910012675,0.532654631867463,1.87738910012675,0.629882035069633
"Charlestown, WV, United States",39.2889903,-77.8597175,0.0342205323193916,0.089113322441705,0.384011406844106,2.60408931135205,0.384011406844106,-0.957083021512411
"Charlotte Amalie, St. Thomas, VI, United States",18.3418571,-64.93106,0.110266159695817,NA,NA,NA,NA,NA
"Charlotte Amalie, VI, United States",18.3418571,-64.93106,0.026615969581749,NA,NA,NA,NA,NA
"Charlotte, NC, United States",35.2270869,-80.8431267,0.342205323193916,0.430714391801574,0.794506358987806,1.25864316715349,0.794506358987806,-0.230034289276784
"Charlottesville, VA, United States",38.0293059,-78.4766781,0.0114068441064639,0.0297044408139017,0.384011406844107,2.60408931135204,0.384011406844107,-0.95708302151241
"Charlottsville, VA, United States",38.0293059,-78.4766781,0.00760456273764259,NA,NA,NA,NA,NA
"Chattanooga, TN, United States",35.0457984,-85.3093995,0.14828897338403,0.126243873459082,1.17462312681726,0.851336890249709,1.17462312681726,0.160947353012799
"Cherry Hill, NJ, United States",39.926813,-75.0246312,0.0190114068441065,0.0445566612208525,0.426679340937897,2.34368038021684,0.426679340937897,-0.851722505854582
"Chester, OH, United States",39.0875777,-81.9226372,0.00380228136882129,NA,NA,NA,NA,NA
"Chester, PA, United States",39.849557,-75.3557457,0.0114068441064639,0.00742611020347542,1.53604562737643,0.651022327838011,1.53604562737643,0.429211339607482
"Chesterton, IN, United States",41.6105937,-87.0641992,0.00380228136882129,NA,NA,NA,NA,NA
"Cheyenne, WY, United States",41.1399814,-104.8202462,0.0798479087452472,0.111391653052131,0.716821292775668,1.39504784536716,0.716821292775668,-0.332928712439414
"Chicago, IL, United States",41.8781136,-87.6297982,2.80988593155894,2.38378137531561,1.17875152505834,0.848355212054133,1.17875152505834,0.164455848757558
"Chico, CA, United States",39.7284944,-121.8374777,0.0494296577946768,0.0297044408139017,1.66404942965779,0.600943687235088,1.66404942965779,0.509254047281015
"Chicopee, MA, United States",42.1487043,-72.6078672,0.00380228136882129,0.00742611020347542,0.512015209125475,1.95306698351404,0.512015209125475,-0.66940094906063
"Chillicothe, OH, United States",39.3331197,-82.9824019,0.00380228136882129,NA,NA,NA,NA,NA
"Chittenango, NY, United States",43.0450671,-75.86658,0.00760456273764259,0.00742611020347542,1.02403041825095,0.976533491757017,1.02403041825095,0.023746231499316
"Christiansted, St. Croix, VI, United States",17.7445481,-64.7059208,0.0228136882129278,NA,NA,NA,NA,NA
"Chula Vista, CA, United States",32.6400541,-117.0841955,0.00760456273764259,NA,NA,NA,NA,NA
"Cicero, IL, United States",41.8455877,-87.7539448,0.00380228136882129,NA,NA,NA,NA,NA
"Cincinnati, OH, United States",39.1031182,-84.5120196,0.4106463878327,0.675776028516263,0.607666402039026,1.64563977314608,0.607666402039026,-0.498129228453259
"Claremore, OK, United States",36.3125963,-95.61609,0.00760456273764259,NA,NA,NA,NA,NA
"Clarksburg, WV, United States",39.2806451,-80.3445341,0.0190114068441065,0.0148522204069508,1.28003802281369,0.78122679340561,1.28003802281369,0.24688978281353
"Clarksville, TN, United States",36.5297706,-87.3594528,0.0152091254752852,0.0371305510173771,0.409612167300381,2.44133372939254,0.409612167300381,-0.892544500374838
"Clearlake, CA, United States",38.9582307,-122.6263728,0.0570342205323194,NA,NA,NA,NA,NA
"Clearwater, FL, United States",27.9655722,-82.7958948,0.0760456273764259,0.103965542848656,0.731450298750678,1.36714688845983,0.731450298750678,-0.312726005121898
